Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18704;234421;AONILEX PHBH HF;70/1;17600;12800;ZSK 70/1;30.05.2022 10:00:00;31.05.2022 23:59:00;
20;18704;234421;AONILEX PHBH HF;70/1;17600;2650;ZSK 70/1;01.06.2022 00:01:00;01.06.2022 13:20:00;
20;18704;234421;AONILEX PHBH HF;70/1;17600;2650;DIREKT;01.06.2022 00:01:00;01.06.2022 13:20:00;
