Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18183;999999;BIOPLAST EXP;;240;240;ZSK 70/6;21.02.2022 00:00:00;21.02.2022 00:00:00;
20;18183;999999;BIOPLAST EXP;;240;0;ZSK 70/6;21.02.2022 00:00:00;21.02.2022 00:00:00;
20;18183;999999;BIOPLAST EXP;;240;0;ZSK 70/6;21.02.2022 00:00:00;21.02.2022 00:00:00;
20;18183;999999;BIOPLAST EXP;;240;0;ZSK 70/6;28.02.2022 00:00:00;28.02.2022 00:00:00;
20;18183;999999;BIOPLAST EXP;;240;0;ZSK 70/6;28.02.2022 00:00:00;28.02.2022 00:00:00;
20;18183;999999;BIOPLAST EXP;;240;0;ZSK 70/6;28.02.2022 00:00:00;28.02.2022 00:00:00;
