Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18926;999999;EXP G21M ;70/7+10;22000;7000;ZSK 70/7;23.06.2022 08:00:00;27.06.2022 15:30:00;
20;18926;999999;EXP G21M ;70/7+10;22000;15000;ZSK 70/10;23.06.2022 08:00:00;27.06.2022 15:30:00;
