Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19358;705031;M·VERA® B5033 (B0267) -Art.-Nr.: 29660 ;70/12;6918;6918;ZSK 70/12;14.09.2022 00:00:00;14.09.2022 00:00:00;
20;19358;705031;M·VERA® B5033 (B0267) -Art.-Nr.: 29660 ;70/12;6918;0;ZSK 70/12;28.09.2022 00:00:00;28.09.2022 00:00:00;
