Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19041;999999;EXP G21M ;70/7+10;22000;14000;ZSK 70/7;04.07.2022 11:30:00;06.07.2022 07:20:00;
20;19041;999999;EXP G21M ;70/7+10;22000;8000;ZSK 70/10;04.07.2022 11:30:00;06.07.2022 07:20:00;
