Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18924;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;21.06.2022 08:45:00;22.06.2022 07:30:00;
20;18924;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;21.06.2022 04:15:00;22.06.2022 07:30:00;
