Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19023;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/7;27.06.2022 15:30:00;28.06.2022 15:30:00;
20;19023;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/10;27.06.2022 15:30:00;28.06.2022 15:30:00;
