Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19048;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;12.07.2022 15:25:00;13.07.2022 19:00:00;
20;19048;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;12.07.2022 15:25:00;13.07.2022 19:00:00;
