,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Stamp,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
22,BP 110/02 (717221),ZSK 70.5,22010668,18:00,74.89,4.44,23.64,52.09,12.09.2022 07:20:00,12.09.2022 22:40:00,2022-09-12 18:00:00,2022-09-12 18:01:00,184.9,184.4,169.2,145.2,145.0,144.6,187.2,161.9,100.0,174.2,156.4,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,800.112121582031,800.000061035156,480.903930664063,0.0,309.599975585937,6.40044975280762,0.0,3.20919179916382,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.5,360.0,76.9,199.2,173.9,4.0,65.6999969482422,0.0,57.6999969482422,8.53999900817871,0.0,13.0200004577637,0.0,0.0,731.767700195313,430.10205078125,541.029907226563,75.1709594726563,28.028263092041,24.9914588928223,94.3487854003906,65.5418090820313,1970.0,0.0,1730.0,528.0,0.0,390.0,0.0,0.0,48.128303527832,1.7327995300293,57.1256866455078,21.7225723266602,41.9795913696289,10.0082263946533,0.0,0.0
23,BP 110/02 (717221),ZSK 70.4,22010671,6:00,75.7,4.11,23.09,50.43,14.09.2022 04:30:00,14.09.2022 14:30:00,2022-09-14 06:00:00,2022-09-14 06:00:57,185.3,184.9,170.5,145.1,145.1,144.6,165.7,154.8,100.1,168.3,151.5,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.229125976563,800.000061035156,480.545349121094,0.0,309.086853027344,6.40108203887939,0.0,3.19587898254395,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.1,360.0,70.3,31.4,213.0,5.2,68.3999938964844,0.0,53.8199996948242,6.47999954223633,0.0,28.7999992370605,0.0,0.0,698.54150390625,586.84375,577.3525390625,98.826416015625,34.3746032714844,11.2041778564453,250.0,96.193359375,2043.0,0.0,1617.0,195.0,0.0,864.0,0.0,0.0,44.24267578125,47.9051208496094,52.8574676513672,17.9732437133789,13.8438720703125,9.36912345886231,0.0,0.0
24,BP 110/02 (717221),ZSK 70.5,22010671,6:00,74.94,4.23,23.1,50.92,14.09.2022 04:30:00,14.09.2022 14:30:00,2022-09-14 06:00:00,2022-09-14 06:00:51,184.3,185.7,170.8,144.2,145.0,144.9,186.2,157.1,100.2,172.4,154.8,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,800.655822753906,800.000061035156,480.799987792969,0.0,310.260192871094,6.4029712677002,0.0,3.19267225265503,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.5,360.0,74.9,199.9,171.8,3.9,65.4799957275391,0.0,58.0,8.47999954223633,0.0,12.5399990081787,0.0,0.0,733.81494140625,430.10205078125,534.850952148438,75.3720855712891,28.028263092041,25.5236511230469,94.3487854003906,65.5418090820313,1963.0,0.0,1741.0,527.0,0.0,377.0,0.0,0.0,48.5056915283203,1.30800247192383,61.3639678955078,19.8480911254883,41.4287338256836,9.01875114440918,0.0,0.0
25,BP 110/02 (717221),ZSK 70.4,22010670,18:00,76.0,3.74,22.37,48.7,13.09.2022 13:50:00,14.09.2022 04:30:00,2022-09-13 18:00:00,2022-09-13 18:00:49,185.5,185.3,169.9,145.2,145.4,144.8,165.2,155.3,100.1,170.9,153.3,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.390869140625,800.000061035156,481.412719726563,0.0,309.366394042969,6.41011619567871,0.0,3.20698642730713,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,358.4,360.0,72.7,32.4,213.4,4.9,70.6199951171875,0.0,55.4799957275391,6.5,0.0,27.439998626709,0.0,0.0,677.52392578125,586.84375,562.231079101563,98.4369964599609,34.3746032714844,11.6878757476807,250.0,96.193359375,2119.0,0.0,1660.0,195.0,0.0,821.0,0.0,0.0,48.3937835693359,47.8465042114258,49.3580627441406,10.3598442077637,14.1619987487793,5.39859771728516,0.0,0.0
26,BP 110/02 (717221),ZSK 70.5,22010670,18:00,75.4,4.14,22.88,50.25,13.09.2022 13:50:00,14.09.2022 04:30:00,2022-09-13 18:00:00,2022-09-13 18:00:57,184.6,184.5,170.5,145.5,145.0,145.6,186.2,157.6,100.1,171.8,155.2,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,800.112670898437,800.000061035156,480.887268066406,0.0,309.625366210937,6.39999961853027,0.0,3.19999980926514,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,359.0,360.0,75.1,200.0,171.2,3.6,65.5599975585938,0.0,60.0400009155274,8.53999900817871,0.0,12.9200000762939,0.0,0.0,733.394653320313,430.10205078125,524.160034179688,75.0611572265625,28.028263092041,25.2856101989746,94.3487854003906,65.5418090820313,1968.0,0.0,1807.0,526.0,0.0,386.0,0.0,0.0,45.4147872924805,1.67280197143555,58.8022155761719,13.3621139526367,41.6952285766602,9.66105079650879,0.0,0.0
27,BP 110/02 (717221),ZSK 70.4,22010672,6:00,74.93,4.4,23.43,51.66,14.09.2022 20:00:00,15.09.2022 10:55:00,2022-09-15 06:00:00,2022-09-15 06:00:54,185.4,184.8,170.0,145.1,145.2,144.9,165.2,154.4,100.1,168.7,151.4,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.632141113281,800.000061035156,480.208190917969,0.0,309.903259277344,6.39378643035889,0.0,3.20713949203491,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.1,360.0,73.0,24.5,214.2,5.0,71.0199890136719,0.0,52.2799987792969,6.55999946594238,0.0,29.3600006103516,0.0,0.0,678.262451171875,586.84375,584.027465820313,97.9462738037109,34.3746032714844,10.8880710601807,250.0,96.193359375,2133.0,0.0,1567.0,196.0,0.0,882.0,0.0,0.0,46.9724578857422,47.9335250854492,54.2615661621094,17.4994354248047,13.5054893493652,9.64377021789551,0.0,0.0
28,BP 110/02 (717221),ZSK 70.5,22010672,6:00,74.27,4.56,23.49,52.24,14.09.2022 00:00:00,15.09.2022 10:55:00,2022-09-14 06:00:00,2022-09-14 06:00:51,184.3,185.7,170.8,144.2,145.0,144.9,186.2,157.1,100.2,172.4,154.8,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,800.655822753906,800.000061035156,480.799987792969,0.0,310.260192871094,6.4029712677002,0.0,3.19267225265503,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.5,360.0,74.9,199.9,171.8,3.9,65.4799957275391,0.0,58.0,8.47999954223633,0.0,12.5399990081787,0.0,0.0,733.81494140625,430.10205078125,534.850952148438,75.3720855712891,28.028263092041,25.5236511230469,94.3487854003906,65.5418090820313,1963.0,0.0,1741.0,527.0,0.0,377.0,0.0,0.0,48.5056915283203,1.30800247192383,61.3639678955078,19.8480911254883,41.4287338256836,9.01875114440918,0.0,0.0
29,BP 110/02 (717221),ZSK 70.4,22010671,18:00,76.58,3.52,22.2,47.94,14.09.2022 04:30:00,14.09.2022 14:30:00,2022-09-14 18:00:00,2022-09-14 18:00:58,185.4,184.4,170.3,144.9,144.9,144.7,165.4,154.8,100.1,166.7,151.0,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,142.0,799.476318359375,800.000061035156,480.289916992188,0.0,309.599975585937,6.38661861419678,0.0,3.19980335235596,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.1,360.0,69.8,31.3,212.6,5.2,70.1399993896484,0.0,54.3600006103516,6.53999996185303,0.0,28.5599975585937,0.0,0.0,684.664916992188,586.84375,574.730712890625,98.6134033203125,34.3746032714844,11.3012828826904,250.0,96.193359375,2096.0,0.0,1625.0,195.0,0.0,857.0,0.0,0.0,46.2427062988281,47.9251098632813,48.1189270019531,18.4802169799805,13.6842079162598,9.31037330627441,0.0,0.0
30,BP 110/02 (717221),ZSK 70.5,22010671,18:00,75.06,4.11,22.97,50.53,14.09.2022 04:30:00,14.09.2022 14:30:00,2022-09-14 18:00:00,2022-09-14 18:00:55,184.8,185.7,171.0,145.4,145.0,145.8,185.3,157.2,100.1,171.8,154.2,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,799.978210449219,800.000061035156,480.789978027344,0.0,309.600036621094,6.39382839202881,0.0,3.19446134567261,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.6,360.0,72.8,201.0,171.5,3.6,65.6199951171875,0.0,57.5599975585938,8.5,0.0,12.1999988555908,0.0,0.0,733.175415039063,430.10205078125,541.127807617188,75.1204833984375,28.028263092041,25.874439239502,94.3487854003906,65.5418090820313,1968.0,0.0,1726.0,532.0,0.0,369.0,0.0,0.0,41.6987991333008,1.33050155639648,62.3229675292969,19.4124984741211,41.2840576171875,8.42572593688965,0.0,0.0
31,BP 110/02 (717221),ZSK 70.4,22010674,6:00,76.45,3.14,21.65,46.7,16.09.2022 02:15:00,16.09.2022 17:30:00,2022-09-16 06:00:00,2022-09-16 06:00:49,184.0,184.8,169.3,145.2,145.2,144.6,165.0,155.5,99.9,170.7,153.1,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,798.99853515625,800.000061035156,479.678527832031,0.0,309.7197265625,6.40429210662842,0.0,3.19596433639526,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,360.1,360.0,71.5,22.6,216.2,5.1,73.9400024414063,0.0,47.4599990844727,6.73999977111816,0.0,28.5200004577637,0.0,0.0,654.521728515625,586.84375,653.895141601562,96.5003662109375,34.3746032714844,11.1749992370605,250.0,96.193359375,2210.0,0.0,1423.0,202.0,0.0,850.0,0.0,0.0,42.6103897094727,47.9828262329102,57.7723999023438,18.2124862670898,13.0792541503906,9.05212593078613,0.0,0.0
32,BP 110/02 (717221),ZSK 70.5,22010674,6:00,74.75,4.17,23.5,51.65,16.09.2022 02:15:00,16.09.2022 17:30:00,2022-09-16 06:00:00,2022-09-16 06:00:50,185.0,184.9,169.3,144.5,144.9,144.4,189.5,155.3,100.0,174.2,156.1,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.621704101562,800.000061035156,480.814147949219,0.0,310.209228515625,6.39891529083252,0.0,3.19941854476929,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,359.6,360.0,76.3,200.7,173.8,3.7,64.5999908447266,0.0,51.2799987792969,8.47999954223633,0.0,12.4799995422363,0.0,0.0,744.887817382813,430.10205078125,598.246337890625,74.6354064941406,28.028263092041,25.5954170227051,94.3487854003906,65.5418090820313,1939.0,0.0,1551.0,525.0,0.0,371.0,0.0,0.0,49.6172485351562,1.14675140380859,59.0550994873047,20.0631256103516,40.8221282958984,8.91030120849609,0.0,0.0
33,BP 110/02 (717221),ZSK 70.4,22010673,18:00,75.28,4.2,23.26,51.0,15.09.2022 17:00:00,16.09.2022 20:50:00,2022-09-15 18:00:00,2022-09-15 18:00:59,184.7,185.1,169.3,145.0,145.0,144.2,165.0,154.6,100.1,170.0,151.7,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.364501953125,800.000061035156,481.510864257813,0.0,309.261413574219,6.40077114105225,0.0,3.19144487380981,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.7,360.0,71.7,26.1,213.2,5.0,67.5199890136719,0.0,51.1199951171875,6.5,0.0,29.5799980163574,0.0,0.0,701.327026367188,586.84375,597.843505859375,98.2348937988281,34.3746032714844,10.8682479858398,250.0,96.193359375,2035.0,0.0,1530.0,196.0,0.0,891.0,0.0,0.0,42.1201171875,47.9333801269531,49.3267517089844,8.05759048461914,13.3523216247559,4.08893013000488,0.0,0.0
34,BP 110/02 (717221),ZSK 70.5,22010673,18:00,73.88,4.66,23.01,51.71,15.09.2022 17:00:00,16.09.2022 20:50:00,2022-09-15 18:00:00,2022-09-15 18:00:56,185.1,184.8,169.9,145.2,145.0,145.1,186.9,157.5,99.9,171.7,154.5,185.0,185.0,170.0,145.0,145.0,145.0,165.0,157.0,100.0,150.0,140.0,800.013854980469,800.000061035156,480.946838378906,0.0,309.46240234375,6.39896678924561,0.0,3.20561647415161,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.1,360.0,74.6,200.5,171.0,3.7,64.4799957275391,0.0,55.3199996948242,8.52000045776367,0.0,13.9799995422363,0.0,0.0,744.640747070313,430.10205078125,553.489135742188,75.1599884033203,28.028263092041,24.0975151062012,94.3487854003906,65.5418090820313,1934.0,0.0,1658.0,524.0,0.0,418.0,0.0,0.0,41.5533599853516,1.28160095214844,51.8420104980469,8.08664703369141,41.0181732177734,3.1707763671875,0.0,0.0
35,BP 110/02 (717221),ZSK 70.4,22010675,9:00,75.17,4.05,23.0,50.48,15.09.2022 10:55:00,16.09.2022 02:15:00,2022-09-16 09:00:00,2022-09-16 09:00:57,184.2,184.3,170.3,145.0,145.0,145.6,165.0,154.6,99.9,167.8,150.7,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.473449707031,800.000061035156,480.011901855469,0.0,309.891906738281,6.37526226043701,0.0,3.1943736076355,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,360.1,360.0,71.8,23.1,214.5,5.2,74.7200012207031,0.0,51.2200012207031,6.73999977111816,0.0,28.7199974060059,0.0,0.0,659.29150390625,586.84375,608.915649414063,95.582275390625,34.3746032714844,11.1175746917725,250.0,96.193359375,2237.0,0.0,1538.0,204.0,0.0,860.0,0.0,0.0,40.1452865600586,47.9880828857422,56.494140625,20.2678909301758,13.0422096252441,10.6410274505615,0.0,0.0
36,BP 110/02 (717221),ZSK 70.5,22010675,9:00,73.31,4.67,22.66,51.4,15.09.2022 17:00:00,16.09.2022 20:50:00,2022-09-16 09:00:00,2022-09-16 09:00:50,184.5,184.5,169.7,145.5,145.0,144.9,185.7,154.9,99.8,173.2,155.8,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.682373046875,800.000061035156,480.694763183594,0.0,309.691223144531,6.40109157562256,0.0,3.18798160552979,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,358.5,360.0,73.5,199.7,172.8,3.7,64.3199920654297,0.0,54.7799987792969,9.13999938964844,0.0,12.5599994659424,0.0,0.0,747.021728515625,430.10205078125,564.391235351563,70.3764343261719,28.028263092041,25.616626739502,94.3487854003906,65.5418090820313,1928.0,0.0,1642.0,564.0,0.0,375.0,0.0,0.0,49.8516159057617,1.09799957275391,51.1076965332031,21.6915130615234,40.7665328979492,10.9349269866943,0.0,0.0
37,BP 110/02 (717221),ZSK 70.5,22010675,9:45,73.81,4.93,23.58,53.0,15.09.2022 17:00:00,16.09.2022 20:50:00,2022-09-16 09:45:00,2022-09-16 09:45:51,184.9,185.8,170.5,145.5,145.0,144.3,184.9,155.3,100.1,172.5,155.3,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.867980957031,800.000061035156,480.813842773437,0.0,309.228454589844,6.39756393432617,0.0,3.21633434295654,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000009536743,0.0,3.20000004768372,0.0,0.0,357.7,360.0,73.4,201.3,172.0,3.7,64.3399963378906,0.0,54.2200012207031,8.85999870300293,0.0,12.439998626709,0.0,0.0,748.491577148438,430.10205078125,565.572143554688,72.4742126464844,28.028263092041,25.6274528503418,94.3487854003906,65.5418090820313,1929.0,0.0,1617.0,549.0,0.0,371.0,0.0,0.0,44.7503128051758,1.09320068359375,50.4225616455078,16.9014053344727,40.7462310791016,8.52975082397461,0.0,0.0
38,BP 110/02 (717221),ZSK 70.5,22010675,10:45,74.18,4.72,23.98,53.28,19.09.2022 09:45:00,20.09.2022 09:45:00,2022-09-19 10:45:00,2022-09-19 10:45:51,184.7,185.1,169.8,144.7,145.1,145.5,187.3,162.0,100.1,173.3,156.1,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.899597167969,800.0,480.697998046875,0.0,309.608215332031,6.40865707397461,0.0,3.19403696060181,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.19999980926514,0.0,0.0,358.3,360.0,72.8,201.0,172.8,3.6,64.6199951171875,0.0,54.7999954223633,7.35999965667725,0.0,8.85999870300293,0.0,0.0,741.939331054688,430.10205078125,562.790161132812,85.7853546142578,28.028263092041,36.3659286499023,94.3487854003906,65.5418090820313,1937.0,0.0,1644.0,458.0,0.0,267.0,0.0,0.0,49.8884353637695,1.05599975585938,60.310775756836,18.8404922485352,40.4905014038086,8.90182685852051,0.0,0.0
39,BP 110/02 (717221),ZSK 70.4,22010675,18:00,76.5,3.63,22.43,48.48,19.09.2022 09:00:00,20.09.2022 01:00:00,2022-09-19 18:00:00,2022-09-19 18:00:59,184.9,184.5,169.5,145.1,145.0,145.1,165.0,154.8,99.9,166.5,150.4,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,141.0,799.801452636719,800.000061035156,480.799560546875,0.0,309.406066894531,6.40241432189942,0.0,3.19344520568848,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.9,360.0,71.2,25.9,212.2,5.1,75.6399993896484,0.0,52.2799987792969,6.65999984741211,0.0,25.4799995422363,0.0,0.0,631.722045898438,586.84375,593.255126953125,97.1211853027344,34.3746032714844,12.8822822570801,250.0,96.193359375,2271.0,0.0,1560.0,200.0,0.0,763.0,0.0,0.0,49.4356002807617,47.8915939331055,49.2578125,13.8050842285156,12.6206665039063,6.09976959228516,0.0,0.0
40,BP 110/02 (717221),ZSK 70.5,22010675,18:00,75.61,4.3,22.31,49.31,19.09.2022 09:00:00,20.09.2022 01:00:00,2022-09-19 18:00:00,2022-09-19 18:00:53,185.5,185.8,169.5,144.4,144.8,145.1,187.0,162.5,99.9,173.0,155.8,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.111328125,800.0,480.594299316406,0.0,309.605651855469,6.40109443664551,0.0,3.19495725631714,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.19999980926514,0.0,0.0,358.8,360.0,74.1,199.8,172.4,3.9,70.3999938964844,0.0,56.4000015258789,7.4399995803833,0.0,9.61999893188477,0.0,0.0,683.637084960938,430.10205078125,547.483032226563,85.6023406982422,28.028263092041,33.5643768310547,94.3487854003906,65.5418090820313,2112.0,0.0,1689.0,460.0,0.0,288.0,0.0,0.0,47.7784881591797,1.25310134887695,51.0896911621094,15.5235748291016,40.4332275390625,7.00057601928711,0.0,0.0
41,BP 110/02 (717221),ZSK 70.4,22010676,6:00,76.64,3.4,20.64,45.1,19.09.2022 09:45:00,20.09.2022 09:45:00,2022-09-20 06:00:00,2022-09-20 06:00:48,185.2,186.0,169.4,144.9,144.9,145.7,165.5,154.3,100.1,166.4,151.7,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,142.0,800.032958984375,800.000061035156,481.448974609375,0.0,309.007446289062,6.38547801971436,0.0,3.20658493041992,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.9,360.0,73.4,27.4,212.4,5.1,75.0399932861328,0.0,51.9799957275391,6.85999965667725,0.0,24.7799987792969,0.0,0.0,635.087646484375,586.84375,601.093139648438,96.3106689453125,34.3746032714844,12.8725032806396,250.0,96.193359375,2262.0,0.0,1558.0,204.0,0.0,743.0,0.0,0.0,49.9411163330078,47.9242095947266,46.3279876708984,20.3216323852539,12.4443664550781,9.00548553466797,0.0,0.0
42,BP 110/02 (717221),ZSK 70.5,22010676,6:00,75.4,4.28,22.8,50.23,19.09.2022 09:45:00,20.09.2022 09:45:00,2022-09-20 06:00:00,2022-09-20 06:00:58,184.8,185.3,170.4,145.6,144.7,145.0,185.9,159.5,100.2,173.2,156.0,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,799.832275390625,800.0,480.796142578125,0.0,309.443603515625,6.40342235565186,0.0,3.18908452987671,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.19999980926514,0.0,0.0,358.8,360.0,72.1,200.8,172.9,3.7,70.0999908447266,0.0,55.6199951171875,7.59999942779541,0.0,9.61999893188477,0.0,0.0,684.7412109375,430.10205078125,559.19482421875,84.1138153076172,28.028263092041,33.4642562866211,94.3487854003906,65.5418090820313,2102.0,0.0,1667.0,468.0,0.0,288.0,0.0,0.0,48.6031036376953,1.17000198364258,46.34326171875,19.2802505493164,40.2965774536133,8.94375228881836,0.0,0.0
43,BP 110/02 (717221),ZSK 70.4,22010695,18:00,76.24,3.53,21.61,47.1,19.09.2022 09:00:00,20.09.2022 01:00:00,2022-09-19 18:00:00,2022-09-19 18:00:59,184.9,184.5,169.5,145.1,145.0,145.1,165.0,154.8,99.9,166.5,150.4,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,141.0,799.801452636719,800.000061035156,480.799560546875,0.0,309.406066894531,6.40241432189942,0.0,3.19344520568848,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.20000028610229,0.0,0.0,359.9,360.0,71.2,25.9,212.2,5.1,75.6399993896484,0.0,52.2799987792969,6.65999984741211,0.0,25.4799995422363,0.0,0.0,631.722045898438,586.84375,593.255126953125,97.1211853027344,34.3746032714844,12.8822822570801,250.0,96.193359375,2271.0,0.0,1560.0,200.0,0.0,763.0,0.0,0.0,49.4356002807617,47.8915939331055,49.2578125,13.8050842285156,12.6206665039063,6.09976959228516,0.0,0.0
44,BP 110/02 (717221),ZSK 70.5,22010695,18:00,76.61,3.48,22.1,47.72,19.09.2022 09:00:00,20.09.2022 01:00:00,2022-09-19 18:00:00,2022-09-19 18:00:53,185.5,185.8,169.5,144.4,144.8,145.1,187.0,162.5,99.9,173.0,155.8,185.0,185.0,170.0,145.0,145.0,145.0,165.0,155.0,100.0,150.0,140.0,800.111328125,800.0,480.594299316406,0.0,309.605651855469,6.40109443664551,0.0,3.19495725631714,0.0,0.0,480.799987792969,0.0,309.600006103516,6.40000057220459,0.0,3.19999980926514,0.0,0.0,358.8,360.0,74.1,199.8,172.4,3.9,70.3999938964844,0.0,56.4000015258789,7.4399995803833,0.0,9.61999893188477,0.0,0.0,683.637084960938,430.10205078125,547.483032226563,85.6023406982422,28.028263092041,33.5643768310547,94.3487854003906,65.5418090820313,2112.0,0.0,1689.0,460.0,0.0,288.0,0.0,0.0,47.7784881591797,1.25310134887695,51.0896911621094,15.5235748291016,40.4332275390625,7.00057601928711,0.0,0.0
