,Nr,Artikelnr,Istmenge,Kst Id,Beginn,Ende
724,20136,717231,26400,ZSK 70/8,16.02.2023 22:20:00,18.02.2023 03:10:00
725,20137,717231,26400,ZSK 70/8,20.02.2023 09:00:00,21.02.2023 12:30:00
726,20138,717231,26400,ZSK 70/8,21.02.2023 12:30:00,22.02.2023 15:55:00
727,20139,717231,26400,ZSK 70/8,22.02.2023 15:55:00,23.02.2023 17:55:00
728,20140,717231,26400,ZSK 70/8,23.02.2023 17:55:00,24.02.2023 20:40:00
729,20141,717231,4800,ZSK 70/8,24.02.2023 20:40:00,25.02.2023 02:30:00
730,20142,717231,12000,ZSK 70/5,27.02.2023 09:45:00,27.02.2023 22:15:00
731,20142,717231,14400,ZSK 70/8,27.02.2023 07:45:00,27.02.2023 22:15:00
732,20143,717231,13200,ZSK 70/5,27.02.2023 22:15:00,28.02.2023 14:45:00
733,20143,717231,13200,ZSK 70/8,01.03.2023 00:00:00,01.03.2023 00:00:00
734,20143,717231,13200,ZSK 70/8,27.02.2023 22:15:00,28.02.2023 14:45:00
735,20143,717231,13200,ZSK 70/5,27.02.2023 22:15:00,28.02.2023 14:45:00
736,20144,717231,9000,ZSK 70/5,28.02.2023 14:45:00,28.02.2023 23:59:00
737,20144,717231,9000,ZSK 70/8,28.02.2023 14:45:00,28.02.2023 23:59:00
738,20145,717231,16000,ZSK 70/5,01.03.2023 00:01:00,01.03.2023 23:15:00
739,20145,717231,10400,ZSK 70/8,01.03.2023 05:15:00,01.03.2023 22:30:00
740,20145,717231,16000,ZSK 70/5,01.03.2023 00:01:00,01.03.2023 23:15:00
741,20145,717231,10400,ZSK 70/8,01.03.2023 05:15:00,01.03.2023 22:30:00
742,20322,717231,18000,ZSK 70/5,01.03.2023 23:15:00,02.03.2023 19:30:00
743,20322,717231,8400,ZSK 70/8,02.03.2023 10:15:00,02.03.2023 19:30:00
744,20322,717231,18000,ZSK 70/5,01.03.2023 23:15:00,02.03.2023 19:30:00
745,20322,717231,8400,ZSK 70/8,02.03.2023 10:15:00,02.03.2023 19:30:00
746,20323,717231,12000,ZSK 70/5,02.03.2023 15:30:00,03.03.2023 09:05:00
747,20323,717231,14400,ZSK 70/8,02.03.2023 19:30:00,03.03.2023 09:05:00
748,20324,717231,12000,ZSK 70/5,03.03.2023 09:05:00,04.03.2023 23:45:00
749,20324,717231,14400,ZSK 70/8,03.03.2023 09:05:00,03.03.2023 23:45:00
750,20325,717231,12000,ZSK 70/5,06.03.2023 08:00:00,06.03.2023 18:45:00
751,20325,717231,14400,ZSK 70/8,06.03.2023 08:00:00,06.03.2023 18:45:00
752,20326,717231,12000,ZSK 70/5,06.03.2023 18:45:00,07.03.2023 09:40:00
753,20326,717231,14400,ZSK 70/8,06.03.2023 18:45:00,07.03.2023 09:40:00
754,20327,717231,12000,ZSK 70/5,07.03.2023 09:40:00,07.03.2023 22:45:00
755,20327,717231,14400,ZSK 70/8,07.03.2023 09:40:00,07.03.2023 22:45:00
756,20327,717231,12000,ZSK 70/5,07.03.2023 09:40:00,07.03.2023 22:45:00
757,20327,717231,14400,ZSK 70/8,07.03.2023 09:40:00,07.03.2023 22:45:00
758,20328,717231,12000,ZSK 70/5,07.03.2023 22:45:00,08.03.2023 14:00:00
759,20328,717231,14400,ZSK 70/8,07.03.2023 22:45:00,08.03.2023 14:00:00
760,20329,717231,12000,ZSK 70/5,08.03.2023 14:00:00,09.03.2023 03:55:00
761,20329,717231,14400,ZSK 70/8,08.03.2023 14:00:00,09.03.2023 03:55:00
762,20329,717231,12000,ZSK 70/5,08.03.2023 14:00:00,09.03.2023 03:55:00
763,20329,717231,14400,ZSK 70/8,08.03.2023 14:00:00,09.03.2023 03:55:00
764,20330,717231,16800,ZSK 70/5,09.03.2023 03:55:00,10.03.2023 01:00:00
765,20330,717231,9600,ZSK 70/8,09.03.2023 03:55:00,10.03.2023 01:00:00
766,20331,717231,12000,ZSK 70/5,10.03.2023 01:00:00,10.03.2023 21:00:00
767,20331,717231,14400,ZSK 70/8,10.03.2023 01:00:00,10.03.2023 21:00:00
768,20331,717231,12000,ZSK 70/5,10.03.2023 01:00:00,10.03.2023 21:00:00
769,20331,717231,14400,ZSK 70/8,10.03.2023 01:00:00,10.03.2023 21:00:00
770,20332,717231,6000,ZSK 70/5,10.03.2023 21:00:00,11.03.2023 04:00:00
771,20332,717231,6000,ZSK 70/8,10.03.2023 21:00:00,11.03.2023 04:00:00
772,20332,717231,6000,ZSK 70/5,10.03.2023 21:00:00,11.03.2023 04:00:00
773,20332,717231,6000,ZSK 70/8,10.03.2023 21:00:00,11.03.2023 04:00:00
774,20333,717231,13200,ZSK 70/8,13.03.2023 08:00:00,13.03.2023 23:15:00
775,20333,717231,13200,ZSK 70/9,13.03.2023 10:30:00,13.03.2023 23:15:00
776,20333,717231,13200,ZSK 70/8,13.03.2023 08:00:00,13.03.2023 23:15:00
777,20333,717231,13200,ZSK 70/9,13.03.2023 10:30:00,13.03.2023 23:15:00
778,20335,717231,15600,ZSK 70/8,13.03.2023 23:15:00,14.03.2023 13:15:00
779,20335,717231,10800,ZSK 70/9,13.03.2023 23:15:00,14.03.2023 13:15:00
780,20335,717231,15600,ZSK 70/8,13.03.2023 23:15:00,14.03.2023 13:15:00
781,20335,717231,10800,ZSK 70/9,13.03.2023 23:15:00,14.03.2023 13:15:00
782,20336,717231,15600,ZSK 70/8,14.03.2023 13:15:00,15.03.2023 03:10:00
783,20336,717231,10800,ZSK 70/9,14.03.2023 13:15:00,15.03.2023 03:10:00
784,20336,717231,15600,ZSK 70/8,14.03.2023 13:15:00,15.03.2023 03:10:00
785,20336,717231,10800,ZSK 70/9,14.03.2023 13:15:00,15.03.2023 03:10:00
786,20337,717221,12000,ZSK 70/8,15.03.2023 03:10:00,15.03.2023 15:45:00
787,20337,717221,10000,ZSK 70/9,15.03.2023 03:10:00,15.03.2023 15:45:00
788,20338,717221,12000,ZSK 70/8,15.03.2023 15:45:00,16.03.2023 05:15:00
789,20338,717221,10000,ZSK 70/9,15.03.2023 15:45:00,16.03.2023 05:15:00
790,20339,717221,12000,ZSK 70/8,16.03.2023 05:15:00,16.03.2023 16:40:00
791,20339,717221,10000,ZSK 70/9,16.03.2023 05:15:00,16.03.2023 00:00:00
792,20340,717221,12000,ZSK 70/8,16.03.2023 16:40:00,17.03.2023 03:45:00
793,20340,717221,10000,ZSK 70/9,16.03.2023 16:40:00,17.03.2023 03:45:00
