,merkmal_id,wertnum,bemerkg,csnr
1859,100,0.2,5 12.30,22010661
1860,100,0.15,4 18.00,22010661
1861,100,0.22,5 18.00,22010661
1862,197,4.774,8 06.00,22010584
1863,198,1.189,8 06.00,22010584
1864,100,0.59,8 06.00,22010584
1865,197,6.358,4 06.00,22010663
1866,197,5.739,5 06.00,22010663
1867,198,1.189,4 06.00,22010663
1868,198,1.191,5 06.00,22010663
1869,197,5.742,4 18.00,22010664
1870,197,5.741,5 18.00,22010664
1871,198,1.19,4 18.00,22010664
1872,198,1.185,5 18.00,22010664
1873,100,0.2,4 18.00,22010664
1874,100,0.2,5 18.00,22010664
1875,197,5.7621,4 06.00,22010662
1876,197,6.1535,5 06.00,22010662
1877,198,1.192,4 06.00,22010662
1878,198,1.191,5 06.00,22010662
1879,100,0.25,4 06.00,22010662
1880,100,0.16,5 06.00,22010662
1881,197,4.822,8 06.00,22010592
1882,197,4.492,8 18.00,22010592
1883,198,1.191,8 06.00,22010592
1884,198,1.19,8 18.00,22010592
1885,100,0.39,8 06.00,22010592
1886,100,0.4,8 18.00,22010592
1887,203,0.491,8 06.00,22010592
1888,203,0.546,8 18.00,22010592
1889,197,4.131,8 08.15,22010591
1890,197,5.01,8 18.00,22010591
1891,198,1.194,8 08.15,22010591
1892,198,1.189,8 18.00,22010591
1893,198,1.191,8 06.00,22010591
1894,100,0.48,8 08.15,22010591
1895,100,0.34,8 18.00,22010591
1896,100,0.45,8 06.00,22010591
1897,203,0.411,8 18.00,22010591
1898,203,0.516,8 06.00,22010591
1899,203,0.54,8 08.15,22010591
1900,197,5.617,70.4 06:00,22010665
1901,197,5.866,70.5 06:00,22010665
1902,198,1.192,70.4 06:00,22010665
1903,198,1.19,70.5 06:00,22010665
1904,100,0.26,70.4 06:00,22010665
1905,100,0.2,70.5 06:00,22010665
1906,197,5.833,70.4 18:00,22010666
1907,197,5.6225,70.5 18:00,22010666
1908,198,1.191,70.4 18:00,22010666
1909,198,1.191,70.5 18:00,22010666
1910,100,0.22,70.4 18:00,22010666
1911,100,0.22,70.4 18:00,22010666
1912,197,7.043,70.4 06:00,22010667
1913,197,6.274,70.5 06:00,22010667
1914,197,6.022,70.4 18:00,22010667
1915,197,6.534,70.5 18:00,22010667
1916,198,1.187,70.4 06:00,22010667
1917,198,1.191,70.5 06:00,22010667
1918,198,1.19,70.4 18:00,22010667
1919,198,1.19,70.5 18:00,22010667
1920,197,5.34,8 06.00,22010590
1921,197,4.442,8 18.00,22010590
1922,198,1.193,8 18.00,22010590
1923,198,1.185,8 06.00,22010590
1924,100,0.54,8 06.00,22010590
1925,100,0.41,8 18.00,22010590
1926,203,0.623,8  06.00,22010590
1927,203,0.585,8 18.00,22010590
1928,197,4.819,70.8 06:00 ,22010586
1929,197,4.18,70.8 18:00 ,22010586
1930,198,1.188,70.8 06:00 ,22010586
1931,198,1.191,70.8 18:00 ,22010586
1932,100,0.49,70.8 06:00,22010586
1933,100,0.35,70.8 18:00 ,22010586
1934,203,0.545,70.8 06:00 ,22010586
1935,203,0.557,70.8 18:00 ,22010586
1936,197,4.8459,70.8 18:00,22010638
1937,197,5.4023,70.8 06:00,22010638
1938,197,5.2564,70.8 15:00,22010638
1939,198,1.187,70.8 18:00,22010638
1940,198,1.189,70.8 06:00,22010638
1941,198,1.189,70.8 15:00,22010638
1942,100,0.48,70.8 18:00,22010638
1943,100,0.42,70.8 18:00,22010638
1944,100,0.41,70.8 15:00,22010638
1945,203,0.469,70.8 18:00,22010638
1946,203,0.546,70.8 06:00,22010638
1947,203,0.501,70.8 15:00,22010638
1948,197,5.177,70.8 06:00,22010639
1949,197,4.763,70.8 13:00,22010639
1950,198,1.189,70.8 06:00,22010639
1951,198,1.192,70.8 13:00,22010639
1952,100,0.51,70.8 06:00,22010639
1953,100,0.39,70.8 13:00,22010639
1954,203,0.617,70.8 06:00,22010639
1955,203,0.501,70.8 13:00 ,22010639
1956,197,6.2206,4 18.00,22010670
1957,197,5.2031,5 18.00,22010670
1958,198,1.19,4 18.00,22010670
1959,198,1.192,5 18.00,22010670
1960,100,0.24,4 18.00,22010670
1961,100,0.2,5 18.00,22010670
1962,197,5.361,5 18:00,22010668
1963,197,6.454,4 09.15,22010668
1964,197,6.388,5 09.15,22010668
1965,197,5.143,4 18.00,22010668
1966,198,1.191,5 18.00,22010668
1967,198,1.189,4 09.15,22010668
1968,198,1.189,5 09.15,22010668
1969,198,1.194,4 18.00,22010668
1970,100,0.22,5 18.00,22010668
1971,100,0.22,4 09.15,22010668
1972,100,0.22,5 09.15,22010668
1973,100,0.26,4 18.00,22010668
1974,203,0.214,4 09.15,22010668
1975,203,0.181,5 09.15,22010668
1976,197,6.162,70.4 06:00,22010671
1977,197,5.593,70.5 06:00,22010671
1978,197,6.2662,70.4 18:00,22010671
1979,197,5.5948,70.5 18:00,22010671
1980,198,1.189,70.4 06:00,22010671
1981,198,1.189,70.5 06:00,22010671
1982,198,1.188,70.4 18:00,22010671
1983,198,1.19,70.4 18:00,22010671
1984,100,0.26,70.4 06:00,22010671
1985,100,0.24,70.5 06:00,22010671
1986,100,0.28,70.4 18:00,22010671
1987,100,0.26,70.5 18:00,22010671
1988,197,6.729,70.4 06:00,22010669
1989,197,4.797,70.5 06:00,22010669
1990,198,1.1867,70.4 06:00,22010669
1991,198,1.195,70.5 06:00,22010669
1992,100,0.3,70.4 06:00,22010669
1993,100,0.2,70.4 06:00,22010669
1994,197,5.3562,5 06.00,22010672
1995,197,5.403,4 06.00,22010672
1996,198,1.191,4 06.00,22010672
1997,198,1.191,5 06.00,22010672
1998,100,0.25,5 06.00,22010672
1999,100,0.27,4 06.00,22010672
2000,197,6.3982,4 18.00,22010673
2001,197,5.684,5 18.00,22010673
2002,198,1.19,4 18.00,22010673
2003,198,1.19,5 18.00,22010673
2004,100,0.2,4 18.00,22010673
2005,100,0.21,5 18.00,22010673
2006,197,5.5185,8 06.00,22010511
2007,197,4.303,8 18.00,22010511
2008,198,1.187,8 06.00,22010511
2009,198,1.192,8 18.00,22010511
2010,100,0.5,8 06.00,22010511
2011,100,0.32,8 18.00,22010511
2012,203,0.622,8 06.00,22010511
2013,203,0.592,8 18.00,22010511
2014,197,4.795,8 18.00,22010593
2015,197,5.051,8 06.00,22010593
2016,198,1.192,8 18.00,22010593
2017,198,1.191,8 06.00,22010593
2018,100,0.37,8 18.00,22010593
2019,100,0.45,8 06.00,22010593
2020,203,0.469,8 18.00,22010593
2021,203,0.545,8 06.00,22010593
2022,197,5.334,5 06.00,22010695
2023,197,6.142,4 18.00,22010695
2024,197,5.398,5 18.00,22010695
2025,197,4.556,4 06.00,22010695
2026,198,1.191,4 18.00,22010695
2027,198,1.19,5 18.00,22010695
2028,198,1.195,4 06.00,22010695
2029,198,1.192,5 06.00,22010695
2030,100,0.2,5 06.00,22010695
2031,100,0.24,4 18.00,22010695
2032,100,0.2,5 18.00,22010695
2033,100,0.21,4 06.00,22010695
2034,197,6.3608,4 18.00,22010675
2035,197,5.0923,5 18.00,22010675
2036,197,5.517,4 09.00,22010675
2037,197,5.451,5 09.45,22010675
2038,197,5.536,4 09.00,22010675
2039,198,1.19,4 18.00,22010675
2040,198,1.185,5 18.00,22010675
2041,198,1.193,4 09.00,22010675
2042,198,1.191,5 09.00,22010675
2043,198,1.19,5 09.45,22010675
2044,100,0.2,4 18.00,22010675
2045,100,0.24,5 18.00,22010675
2046,100,0.23,4 09.00,22010675
2047,100,0.29,5 09.00,22010675
2048,100,0.28,5 09.45,22010675
2049,197,5.4709,4 06.00,22010676
2050,197,5.6046,5 06.00,22010676
2051,198,1.192,4 06.00,22010676
2052,198,1.188,5 06.00,22010676
2053,100,0.31,4 06.00,22010676
2054,100,0.25,5 06.00,22010676
2055,197,5.7045,4 06.00,22010674
2056,197,6.612,5 06.00,22010674
2057,198,1.192,4 06.00,22010674
2058,198,1.188,5 06.00,22010674
2059,100,0.24,4 06.00,22010674
2060,100,0.2,5 06.00,22010674
2061,197,5.5195,70.4,22010696
2062,198,1.189,70.4,22010696
2063,100,0.2,70.4,22010696
2064,197,3.6669,8 06.00,22010588
2065,197,4.547,8 10.00,22010588
2066,197,5.748,8 18.00,22010588
2067,197,4.731,8 06.00,22010588
2068,198,1.194,8 06.00,22010588
2069,198,1.19,8 10.00,22010588
2070,198,1.187,8 18.00,22010588
2071,198,1.191,8 06.00 ,22010588
2072,100,0.58,8 06.00,22010588
2073,100,0.42,8 10.00,22010588
2074,100,0.36,8 18.00,22010588
2075,100,0.56,8 06.00,22010588
2076,203,0.612,8 06.00,22010588
2077,203,0.538,8 10.00,22010588
2078,203,0.464,8 18.00,22010588
2079,203,0.578,8 06.00,22010588
2080,197,5.0334,8 18.00,22010645
2081,197,4.865,8 06.00,22010645
2082,198,1.19,8 18.00,22010645
2083,198,1.189,8 06.00,22010645
2084,100,0.34,8 18.00,22010645
2085,100,0.51,8 06.00,22010645
2086,203,0.411,8 18.00,22010645
2087,203,0.567,8 06.00,22010645
2088,197,5.207,8 08.15,22010640
2089,197,4.296,8 18.00,22010640
2090,197,4.785,8 06.00,22010640
2091,198,1.187,8 08.15,22010640
2092,198,1.193,8 18.00,22010640
2093,198,1.19,8 06.00,22010640
2094,100,0.44,8 08.15,22010640
2095,100,0.26,8 06.00,22010640
2096,100,0.48,8 18.00,22010640
2097,203,0.556,8 08.15,22010640
2098,203,0.524,8 18.00,22010640
2099,203,0.635,8 06.00,22010640
2100,197,4.633,8 07.20,22010641
2101,197,6.355,8 18.00,22010641
2102,197,4.967,8 06.00,22010641
2103,198,1.184,8 18.00,22010641
2104,198,1.185,8 06.00,22010641
2105,198,1.187,8 07.20,22010641
2106,100,0.52,8 07.20,22010641
2107,100,0.45,8 18.00,22010641
2108,100,0.52,8 06.00,22010641
2109,203,0.595,8 18.00,22010641
2110,203,0.724,8 06.00,22010641
2111,203,0.067,8 07.20,22010641
2112,197,5.295,8 18.00,22010644
2113,197,5.327,8 06.00,22010644
2114,198,1.19,8 18.00,22010644
2115,198,1.188,8 06.00,22010644
2116,100,0.39,8 18.00,22010644
2117,100,0.49,8 06.00,22010644
2118,203,0.502,8 18.00,22010644
2119,203,0.494,8 06.00,22010644
2120,197,4.4004,8 18.00,22010642
2121,197,4.462,8 10.15,22010642
2122,197,5.046,8 11.15,22010642
2123,197,4.367,8 06.00,22010642
2124,198,1.189,8 11.15,22010642
2125,198,1.191,8 06.00,22010642
2126,198,1.192,8 18.00,22010642
2127,198,1.19,8 10.15,22010642
2128,100,0.31,8 18.00,22010642
2129,100,0.46,8 10.15,22010642
2130,100,0.37,8 11.15,22010642
2131,100,0.5,8 06.00,22010642
2132,203,0.327,8 11.15,22010642
2133,203,0.538,8 06.00,22010642
2134,203,0.337,8 18.00,22010642
2135,203,0.446,8 10.15,22010642
2136,197,4.761,8 06.45,22010649
2137,197,4.682,8 18.00,22010649
2138,198,1.192,8 18.00,22010649
2139,198,1.191,8 06.45,22010649
2140,100,0.36,8 18.00,22010649
2141,100,0.42,8 06.45,22010649
2142,203,0.473,8 06.45,22010649
2143,203,0.463,8 18.00,22010649
2144,197,5.687,8 06.00,22010646
2145,197,4.769,8 09.15,22010646
2146,197,5.805,8 18.00,22010646
2147,198,1.19,8 09.15,22010646
2148,198,1.19,8 18.00,22010646
2149,198,1.191,8 06.00,22010646
2150,100,0.34,8 06.00,22010646
2151,100,0.41,8 09.15,22010646
2152,100,0.31,8 18.00,22010646
2153,203,0.457,8 09.15,22010646
2154,203,0.343,8 18.00,22010646
2155,203,0.374,8 06.00,22010646
2156,197,4.8244,8 06.00,22010650
2157,197,4.695,8 18.00,22010650
2158,197,4.867,8 06.00,22010650
2159,197,6.064,8 08.00,22010650
2160,198,1.186,8 08.00,22010650
2161,198,1.1896,8 06.00,22010650
2162,198,1.191,8 06.00,22010650
2163,198,1.192,8 18.00,22010650
2164,100,0.36,8 08.00,22010650
2165,100,0.48,8 06.00,22010650
2166,100,0.42,8 08.00,22010650
2167,100,0.4,8 18.00,22010650
2168,203,0.479,8 08.00,22010650
2169,203,0.439,8 08.00,22010650
2170,203,0.476,8 18.00,22010650
2171,203,0.537,8 06.00,22010650
2172,197,6.491,8 18.00,22010647
2173,197,5.112,8 06.00,22010647
2174,197,6.531,8 09.35,22010647
2175,198,1.192,8 06.00,22010647
2176,198,1.189,8 09.35,22010647
2177,198,1.188,8 18.00,22010647
2178,100,0.3,8 18.00,22010647
2179,100,0.37,8 06.00,22010647
2180,100,0.35,8 09.35,22010647
2181,203,0.385,8 06.00,22010647
2182,203,0.418,8 09.35,22010647
2183,203,0.371,8 18.00,22010647
2184,197,4.8652,8 06.00,22010648
2185,197,4.858,8 18.00,22010648
2186,197,4.8488,8 06.00,22010648
2187,198,1.191,8 06.00,22010648
2188,198,1.192,8 18.00,22010648
2189,100,0.5,8 06.00,22010648
2190,100,0.37,8 18.00,22010648
2191,203,0.465,8 06.00,22010648
2192,203,0.37,8 18.00,22010648
2193,197,6.426,70.4 18:00,22010697
2194,198,1.189,70.4 18:00,22010697
2195,100,0.24,70.4 18:00,22010697
2196,197,5.356,8 06.00,22010651
2197,198,1.191,8 06.00,22010651
2198,100,0.33,8 06.00,22010651
2199,203,0.265,8 06.00,22010651
2200,197,4.725,70.8 18:00,22010643
2201,197,4.317,70.8 06:00,22010643
2202,198,1.19,70.8 18:00,22010643
2203,198,1.191,70.8 06:00,22010643
2204,100,0.42,70.8 18:00,22010643
2205,100,0.48,70.8 06:00,22010643
2206,203,0.507,70.8 18:00,22010643
2207,203,0.523,70.8 06:00,22010643
2208,197,5.704,8 18.00,22010652
2209,197,5.363,8 06.00,22010652
2210,198,1.189,8 18.00,22010652
2211,198,1.19,8 06.00,22010652
2212,100,0.3,8 18.00,22010652
2213,100,0.4,8 06.00,22010652
2214,203,0.335,8 18.00,22010652
2215,203,0.408,8 06.00,22010652
2216,197,5.7641,8 11:30,22010702
2217,197,5.596,09:10,22010702
2218,197,5.38,18:30,22010702
2219,197,5.0215,06:00,22010702
2220,198,1.189,11:30,22010702
2221,198,1.191,09:10,22010702
2222,198,1.191,18:30,22010702
2223,198,1.192,06:00,22010702
2224,100,0.32,11:30,22010702
2225,100,0.32,09:10,22010702
2226,100,0.39,18:30,22010702
2227,100,0.39,06:00,22010702
2228,203,0.368,11:30,22010702
2229,203,0.335,06:00,22010702
2230,197,4.4387,18:00,22010703
2231,198,1.195,18:00,22010703
2232,100,0.37,18:00,22010703
2233,203,0.596,18:00,22010703
2234,203,0.192,06:00 18:00,22010703
2235,197,4.981,70.8 18:00,22010704
2236,197,6.561,70.8 06:00,22010704
2237,198,1.191,70.8 18:00,22010704
2238,198,1.186,70.8 06:00,22010704
2239,100,0.4,70.8 18:00,22010704
2240,100,0.36,70.8 06:00,22010704
2241,203,0.445,70.8 18:00,22010704
2242,203,0.398,70.8 06:00,22010704
2243,197,5.777,70.8 10:45,22010705
2244,197,5.477,70.8 18:00,22010705
2245,197,6.272,70.8 06:15,22010705
2246,197,5.494,70.8 06:00,22010705
2247,198,1.188,70.8 10:45,22010705
2248,198,1.192,70.8 18:00,22010705
2249,198,1.188,70.8 06:15,22010705
2250,100,0.38,70.8 10:45,22010705
2251,100,0.42,70.8 18:00,22010705
2252,100,0.39,70.8 06:15,22010705
2253,203,0.46,70.8 10:45,22010705
2254,203,0.538,70.8 18:00,22010705
2255,203,0.538,70.8 06:15,22010705
2256,106,25.75,23-30,22010637
2257,197,5.575,70.9 06:00,22010749
2258,197,5.473,70.9 13:09 HB 100 HF,22010749
2259,197,5.762,70.4 18:00,22010749
2260,197,5.8684,70.9 18:00,22010749
2261,198,1.191,70.9 06:00,22010749
2262,198,1.19,70.4 18:00,22010749
2263,100,0.19,70.9 06:00,22010749
2264,100,0.18,70.4 18:00,22010749
2265,100,0.15,70.9 18:00,22010749
2266,197,6.0662,4 06.00,22010751
2267,197,5.45,9 06.00,22010751
2268,198,1.188,4 06.00,22010751
2269,198,1.19,9 06.00,22010751
2270,100,0.26,4 06.00,22010751
2271,100,0.19,9 06.00,22010751
2272,197,5.905,4 06.00,22010750
2273,197,5.46,9 06.00,22010750
2274,197,5.102,4 18.00,22010750
2275,197,5.575,9 18.00,22010750
2276,198,1.191,4 06.00,22010750
2277,198,1.192,9 06.00,22010750
2278,198,1.19,4 18.00,22010750
2279,198,1.192,9 18.00,22010750
2280,100,0.26,4 06.00,22010750
2281,100,0.18,9 06.00,22010750
2282,100,0.26,4 18.00,22010750
2283,100,0.21,9 06.00,22010750
2284,197,6.261,8 18.00,22010706
2285,197,5.536,8 06.00,22010706
2286,198,1.187,8 18.00,22010706
2287,198,1.191,8 06.00,22010706
2288,100,0.35,8 18.00,22010706
2289,100,0.48,8 06.00,22010706
2290,203,0.504,8 18.00,22010706
2291,203,0.545,8 06.00  ,22010706
2292,197,5.319,9 18.00,22010748
2293,197,4.967,9 06.15,22010748
2294,197,5.463,9 18.00,22010748
2295,198,1.191,9 18.00,22010748
2296,198,1.194,9 06.15,22010748
2297,198,1.192,9 18.00,22010748
2298,100,0.14,9 18.00,22010748
2299,100,0.22,9 06.15,22010748
2300,100,0.23,9 18.00,22010748
2301,203,0.213,9 18.00,22010748
2302,203,0.22,9 06.15,22010748
2303,197,4.9684,8 18.00,22010707
2304,197,4.953,8 06.00,22010707
2305,197,4.887,8 09.00,22010707
2306,198,1.191,8 18.00,22010707
2307,198,1.19,8 06.00,22010707
2308,198,1.193,8 09.00,22010707
2309,100,0.42,8 18.00,22010707
2310,100,0.45,8 06.00,22010707
2311,100,0.38,8 09.00,22010707
2312,203,0.546,8 18.00,22010707
2313,203,0.552,8 06.00,22010707
2314,203,0.581,8 09.00,22010707
2315,197,6.305,4 18.00,22010754
2316,197,5.6828,9 18.00,22010754
2317,198,1.189,4 18.00,22010754
2318,198,1.19,9 18.00,22010754
2319,100,0.29,4 18.00,22010754
2320,100,0.17,9 18.00,22010754
2321,197,6.305,4 18.00,22010754
2322,197,5.628,9 18.00,22010754
2323,198,1.189,4 18.00,22010754
2324,198,1.19,9 18.00,22010754
2325,100,0.29,4 18.00,22010754
2326,100,0.17,9 18.00,22010754
2327,198,1.19,8 06.00,22010709
2328,198,1.19,8 09.35,22010709
2329,198,1.193,8 18.00,22010709
2330,100,0.48,8 18.00,22010709
2331,100,0.35,8 18.00,22010709
2332,203,0.516,8 06.00,22010709
2333,203,0.396,8 09.35,22010709
2334,203,0.471,8 18.00,22010709
2335,197,4.837,8 06.00,22010709
2336,197,5.074,8 09.35,22010709
2337,197,4.268,8 18.00,22010709
2338,197,5.582,8 06.00,22010710
2339,197,4.0672,8 18.00,22010710
2340,198,1.189,8 06.00,22010710
2341,198,1.194,8 18.00,22010710
2342,100,0.41,8 06.00,22010710
2343,100,0.37,8 18.00,22010710
2344,203,0.431,8 06.00,22010710
2345,203,0.466,8 18.00,22010710
2346,197,4.858,8 06.00,22010708
2347,197,5.52,8 20.00,22010708
2348,197,4.4232,8 07.30,22010708
2349,197,5.1436,8 09.30,22010708
2350,198,1.192,8 06.00,22010708
2351,198,1.189,8 20.00,22010708
2352,198,1.194,8 07.30,22010708
2353,198,1.193,8 09.30,22010708
2354,100,0.39,8 06.00,22010708
2355,100,0.33,8 20.00,22010708
2356,100,0.37,8 07.30,22010708
2357,100,0.16,8 09.30,22010708
2358,203,0.412,8 06.00,22010708
2359,203,0.409,8 20.00,22010708
2360,203,0.51,8 07.30,22010708
2361,203,0.251,8 09.30,22010708
2362,203,0.239,8 06.00,22010708
2363,197,5.4114,8 18.00,22010711
2364,197,3.66,8 18.00,22010711
2365,197,5.2118,8 13.00,22010711
2366,198,1.189,8 18.00,22010711
2367,198,1.195,8 18.00,22010711
2368,198,1.191,8 11.30,22010711
2369,100,0.36,8 18.00,22010711
2370,100,0.33,8 18.00,22010711
2371,100,0.33,8 13.00,22010711
2372,203,0.602,8 18.00,22010711
2373,203,0.372,8 13.00,22010711
2374,203,0.447,8 18.00,22010711
2375,197,4.385,70.8 06:51,22010713
2376,197,5.219,70.8 18:15,22010713
2377,198,1.191,70.8 06:51,22010713
2378,198,1.19,70.8 18:00,22010713
2379,100,0.53,70.8 06:51 ,22010713
2380,100,0.31,70.8 18:15 ,22010713
2381,203,0.613,70.8 06:51 ,22010713
2382,203,0.512,70.8 18:15,22010713
2383,197,4.9226,70.8 9:30,22010714
2384,197,4.68,70.8 18:21,22010714
2385,197,5.513,70.8 06:00,22010714
2386,198,1.192,70.8 09:30,22010714
2387,198,1.192,70.8 18:21,22010714
2388,198,1.19,70.8 06:00 ,22010714
2389,100,0.46,70.8 09:30,22010714
2390,100,0.37,70.8 18:21,22010714
2391,100,0.45,70.8 06:00,22010714
2392,203,0.498,70.8 09:30,22010714
2393,203,0.502,70.8 18:21,22010714
2394,203,0.502,70.8 06:00,22010714
2395,197,5.395,9 09.18,22010715
2396,197,5.118,8 11.15,22010715
2397,197,5.019,8 13.03,22010715
2398,198,1.189,8 09.18,22010715
2399,198,1.19,8 11.15,22010715
2400,198,1.19,8 13.03,22010715
2401,100,0.4,8 09.18,22010715
2402,100,0.43,8 11.15,22010715
2403,100,0.41,8 13.03,22010715
2404,203,0.504,8 09.18,22010715
2405,203,0.542,8 11.15,22010715
2406,203,0.498,8 13.03,22010715
2407,197,5.343,8 18.00,22010716
2408,197,4.425,8 06.00,22010716
2409,197,6.019,8 07.45,22010716
2410,198,1.19,8 18.00,22010716
2411,198,1.169,8 06.00,22010716
2412,198,1.187,8 07.45,22010716
2413,100,0.41,8 18.00,22010716
2414,100,0.48,8 06.00,22010716
2415,100,0.32,8 07.45,22010716
2416,203,0.546,8 18.00,22010716
2417,203,0.341,8 06.00,22010716
2418,197,6.358,8 19.19,22010766
2419,197,5.614,8 06.00,22010766
2420,197,4.549,8 18.00,22010766
2421,198,1.19,8 18.00,22010766
2422,198,1.183,8 19.19,22010766
2423,198,1.189,8 06.00,22010766
2424,100,0.38,8 18.00,22010766
2425,100,0.3,8 19.19,22010766
2426,100,0.34,8 06.00,22010766
2427,203,0.479,8 18.00,22010766
2428,203,0.322,8 19.19,22010766
2429,203,0.4,8 06.00,22010766
2430,197,5.684,8 12.18,22010765
2431,197,4.7612,8 18.00,22010765
2432,198,1.19,8 12.18,22010765
2433,198,1.193,8 18.00,22010765
2434,100,0.36,8 12.18,22010765
2435,100,0.4,8 18.00,22010765
2436,203,0.359,8 12.18,22010765
2437,203,0.471,8 18.00,22010765
2438,197,6.3157,8 18.00,22010767
2439,197,4.739,8 06.05,22010767
2440,197,5.7557,8 10.00,22010767
2441,198,1.188,8 18.00,22010767
2442,198,1.191,8 06.05,22010767
2443,198,1.189,8 10.00,22010767
2444,100,0.36,8 18.00,22010767
2445,100,0.49,8 06.05,22010767
2446,100,0.38,8 10.00,22010767
2447,203,0.384,8 18.00,22010767
2448,203,0.544,8 06.05,22010767
2449,203,0.476,8 10.00,22010767
2450,197,5.119,8 10.10,22010772
2451,197,4.893,8 06.00,22010772
2452,197,4.843,8 18.00,22010772
2453,198,1.19,8 10.10,22010772
2454,198,1.191,8 06.00,22010772
2455,198,1.193,8 18.00,22010772
2456,100,0.36,8 10.10,22010772
2457,100,0.46,8 06.00,22010772
2458,100,0.4,8 18.00,22010772
2459,203,0.527,8 10.10,22010772
2460,203,0.488,8 18.00,22010772
2461,203,0.527,8 06.00,22010772
2462,197,6.18,5 09.48,22010797
2463,197,6.042,4 10.24,22010797
2464,197,5.565,9 11.10,22010797
2465,197,5.9,4 18.00,22010797
2466,197,6.078,5 18.00,22010797
2467,197,5.6121,9 18.00,22010797
2468,198,1.19,4 18.00,22010797
2469,198,1.191,5 18.00,22010797
2470,198,1.19,9 18.00,22010797
2471,198,1.188,5 09.48,22010797
2472,198,1.189,4 10.24,22010797
2473,198,1.19,9 11.10,22010797
2474,100,0.29,5 09.48,22010797
2475,100,0.26,4 10.24,22010797
2476,100,0.28,9 11.10,22010797
2477,100,0.26,4 18.00,22010797
2478,100,0.21,5 18.00,22010797
2479,100,0.22,9 18.00,22010797
2480,203,0.26,5 09.48,22010797
2481,203,0.21,4 10.24,22010797
2482,203,0.22,9 11.10,22010797
2483,203,0.29,4 18.00,22010797
2484,203,0.28,5 18.00,22010797
2485,203,0.28,9 18.00,22010797
2486,197,5.2709,8 18.00,22010773
2487,197,4.114,8 18.33,22010773
2488,197,5.436,8 09.48,22010773
2489,197,5.713,8 18.00,22010773
2490,198,1.193,8 18.00,22010773
2491,198,1.195,8 18.33,22010773
2492,198,1.1922,8 09.48,22010773
2493,198,1.188,8 18.00,22010773
2494,100,0.22,8 18.00,22010773
2495,100,0.4,8 18.33,22010773
2496,100,0.3,8 09.48,22010773
2497,100,0.33,8 18.00,22010773
2498,203,0.247,8 18.00,22010773
2499,203,0.507,8 18.33,22010773
2500,203,0.39,8 09.48,22010773
2501,203,0.388,8 18.00,22010773
2502,197,5.581,8 07.00,22010771
2503,197,4.9076,8 09.33,22010771
2504,197,5.595,8 18.00,22010771
2505,198,1.191,8 07.00,22010771
2506,198,1.193,8 09.33,22010771
2507,198,1.19,8 18.00,22010771
2508,100,0.42,8 07.00,22010771
2509,100,0.34,8 09.33,22010771
2510,100,0.38,8 18.00,22010771
2511,203,0.463,8 07.00,22010771
2512,203,0.447,8 09.33,22010771
2513,203,0.451,8 18.00,22010771
2514,197,5.004,8 18.00,22010774
2515,197,5.053,8 07.13,22010774
2516,197,5.486,8 11.01,22010774
2517,198,1.192,8 18.00,22010774
2518,198,1.191,8 07.13,22010774
2519,198,1.19,8 11.01,22010774
2520,100,0.33,8 18.00,22010774
2521,100,0.24,8 06.00,22010774
2522,100,0.31,8 07.13.,22010774
2523,100,0.36,8 11.01,22010774
2524,203,0.399,8 18.00,22010774
2525,203,0.402,8 07.13,22010774
2526,203,0.371,8 11.01,22010774
2527,197,5.392,70.4 06:26,22010803
2528,197,5.882,70.5 06:26,22010803
2529,197,8.615,70.9 06:26,22010803
2530,198,1.191,70.4 06:26,22010803
2531,198,1.191,70.5 06:26,22010803
2532,198,1.189,70.9 06:26,22010803
2533,100,0.23,70.4 06:26,22010803
2534,100,0.22,70.5 06:26,22010803
2535,100,0.2,70.9 06:26,22010803
2536,197,5.639,70.4 18:00,22010804
2537,197,5.991,70.5 18:00,22010804
2538,197,5.7402,70.9 18:00,22010804
2539,198,1.191,70.4 18:00,22010804
2540,198,1.195,70.5 18:00,22010804
2541,198,1.19,70.9 18:00,22010804
2542,100,0.31,70.4 18:00,22010804
2543,100,0.23,70.5 18:00,22010804
2544,100,0.23,70.6 18:00,22010804
2545,197,6.2318,70.4 18:00,22010806
2546,197,6.0357,70.5 18:00,22010806
2547,197,5.681,70.9 18:00,22010806
2548,198,1.189,70.4 18:00,22010806
2549,198,1.188,70.5 18:00,22010806
2550,198,1.19,70.9 18:00,22010806
2551,100,0.22,70.4 18:00,22010806
2552,100,0.22,70.5 18:00,22010806
2553,100,0.21,70.9 18:00,22010806
2554,197,6.3142,70.4 06:14,22010805
2555,197,5.941,70.5 06:15,22010805
2556,197,5.698,70. 06:16,22010805
2557,198,1.188,70.4 06:14,22010805
2558,198,1.191,70.5 06:15,22010805
2559,198,1.191,70.9 06:19,22010805
2560,100,0.25,70.4 06:14,22010805
2561,100,0.22,70.5 06:15,22010805
2562,100,0.26,70.9 06:16,22010805
2563,197,5.0708,70.8 09:57,22010776
2564,197,5.688,70.8 18:00,22010776
2565,197,5.719,70.8 09:51,22010776
2566,198,1.192,70.8 09:57,22010776
2567,198,1.191,70.8 18:00,22010776
2568,198,1.19,70.8 09:51,22010776
2569,100,0.43,70.8 18:00,22010776
2570,203,0.469,70.8 18:00,22010776
2571,197,5.417,70.8 06:53,22010775
2572,197,6.817,70.8 18:00,22010775
