,merkmal_id,wertnum,bemerkg,csnr
1144,197,6.1592,8 14.00,22010490
1145,197,5.8207,8 18.00,22010490
1146,197,5.6996,8 06.00,22010490
1147,198,1.188,8 14.00,22010490
1148,198,1.188,8 18.00,22010490
1149,198,1.188,8 06.00,22010490
1150,100,0.57,8 14.00,22010490
1151,100,0.54,8 18.00,22010490
1152,100,0.55,8 06.00,22010490
1153,203,0.56,8 14.00,22010490
1154,203,0.438,8 18.00,22010490
1155,203,0.58,8 06.00,22010490
1156,197,5.3947,8 16.00,22010421
1157,197,6.5029,8 18.00,22010421
1158,198,1.189,8 06.00,22010421
1159,198,1.187,8 18.00,22010421
1160,100,0.62,8 06.00,22010421
1161,100,0.38,8 18.00,22010421
1162,197,5.2871,8 18.00,22010422
1163,197,5.6455,8 08.30,22010422
1164,197,6.3343,8 12.00,22010422
1165,198,1.193,8 18.00,22010422
1166,198,1.187,8 08.30,22010422
1167,198,1.185,8 12.00,22010422
1168,100,0.4,8 18.00,22010422
1169,100,0.68,8 08.30,22010422
1170,100,0.68,8 12.00,22010422
1171,203,0.474,8 18.00,22010422
1172,203,0.689,8 08.30,22010422
1173,203,0.499,8 12.00,22010422
1174,203,0.724,8 12.00,22010422
1175,197,5.2737,8 06.00,22010424
1176,197,5.8349,8 18.00,22010424
1177,198,1.191,8 06.00,22010424
1178,198,1.191,8 06.00,22010424
1179,198,1.19,8 18.00,22010424
1180,100,0.53,8 06.00,22010424
1181,100,0.28,8 18.00,22010424
1182,203,0.626,8 06.00,22010424
1183,203,0.577,8 18.00,22010424
1184,197,5.2483,8 06.00,22010423
1185,197,5.4734,8 18.00,22010423
1186,198,1.188,8 06.00,22010423
1187,198,1.19,8 18.00,22010423
1188,100,0.46,8 06.00,22010423
1189,100,0.38,8 18.00,22010423
1190,203,0.57,8 06.00,22010423
1191,203,0.491,8 18.00,22010423
1192,197,7.0996,4 18.00,22010464
1193,197,6.6949,5 18.00,22010464
1194,197,6.4221,9 18.00,22010464
1195,198,1.188,4 18.00,22010464
1196,198,1.188,5 18.00,22010464
1197,198,1.188,9 18.00,22010464
1198,100,0.23,4 18.00,22010464
1199,100,0.19,5 18.00,22010464
1200,100,0.17,9 18.00,22010464
1201,197,6.9514,4 06.00,22010465
1202,197,6.8382,5 06.00,22010465
1203,197,6.7228,9 06.00,22010465
1204,198,1.188,4 06.00,22010465
1205,198,1.189,5 06.00,22010465
1206,198,1.189,9 06.00,22010465
1207,100,0.28,4 06.00,22010465
1208,100,0.19,5 06.00,22010465
1209,100,0.19,9 06.00,22010465
1210,197,7.2679,4 18.00,22010467
1211,197,6.6647,5 18.00,22010467
1212,197,6.44,9 18.00,22010467
1213,198,1.19,4 18.00,22010467
1214,198,1.189,5 18.00,22010467
1215,198,1.188,9 18.00,22010467
1216,100,0.2,4 18.00,22010467
1217,100,0.18,5 18.00,22010467
1218,100,0.2,9 18.00,22010467
1219,197,5.321,8 08.30,22010425
1220,197,5.5587,8 06.00,22010425
1221,197,5.4271,8 18.00,22010425
1222,198,1.189,8 06.00,22010425
1223,198,1.19,8 18.00,22010425
1224,198,1.192,8 08.30,22010425
1225,100,0.34,8 08.30,22010425
1226,100,0.58,8 06.00,22010425
1227,100,0.4,8 18.00,22010425
1228,203,0.637,8 06.00,22010425
1229,203,0.526,8 18.00,22010425
1230,203,0.433,8 08.30,22010425
1231,197,7.134,4 18.00,22010468
1232,197,6.6952,5 18.00,22010468
1233,197,5.9073,9 18.00,22010468
1234,197,7.4377,4 08.30,22010468
1235,197,6.2739,5 08.30,22010468
1236,197,6.0809,9 10.15,22010468
1237,198,1.186,4 18.00,22010468
1238,198,1.189,5 18.00,22010468
1239,198,1.191,9 18.00,22010468
1240,198,1.188,4 08.30,22010468
1241,198,1.192,5 08.30,22010468
1242,198,1.191,9 10.15,22010468
1243,100,0.23,4 18.00,22010468
1244,100,0.18,5 18.00,22010468
1245,100,0.15,9 18.00,22010468
1246,100,0.24,4 08.30,22010468
1247,100,0.19,5 08.30,22010468
1248,100,0.17,9 10.15,22010468
1249,203,0.29,5 08.30,22010468
1250,203,0.348,9 10.15,22010468
1251,197,7.103,4 06.00,22010470
1252,197,6.6489,5 06.00,22010470
1253,197,6.5924,9 06.00,22010470
1254,198,1.19,4 06.00,22010470
1255,198,1.19,5 06.00,22010470
1256,198,1.189,9 06.00,22010470
1257,100,0.26,4 06.00,22010470
1258,100,0.18,5 06.00,22010470
1259,100,0.21,9 06.00,22010470
1260,197,7.1704,4 06.00,22010472
1261,197,6.7628,5 06.00,22010472
1262,197,6.0935,9 06.00,22010472
1263,198,1.188,4 06.00,22010472
1264,198,1.191,5 06.00,22010472
1265,100,0.27,4 06.00,22010472
1266,100,0.15,5 06.00,22010472
1267,100,0.22,9 06.00,22010472
1268,197,5.459,8 06.00,22010427
1269,197,5.4207,8 18.00,22010427
1270,197,5.3716,8 06.00,22010427
1271,197,3.7438,8 18.00,22010427
1272,197,3.7816,8 06.00,22010427
1273,198,1.191,8 06.00,22010427
1274,198,1.154,11 06.00,22010427
1275,198,1.154,11 18.00,22010427
1276,198,1.151,11 08.30,22010427
1277,198,1.191,8 18.00,22010427
1278,198,1.189,8 06.00,22010427
1279,100,0.26,8 06.00,22010427
1280,100,0.35,8 18.00,22010427
1281,100,0.39,8 06.00,22010427
1282,100,0.17,11 06.00,22010427
1283,100,0.14,11 18.00,22010427
1284,100,0.14,11 08.30,22010427
1285,203,0.263,11 06.00,22010427
1286,203,0.307,11 18.00,22010427
1287,203,0.308,11 08.30,22010427
1288,203,0.435,8 18.00,22010427
1289,203,0.482,8 06.00,22010427
1290,197,5.9791,70.8 06:00,22010428
1291,197,5.0264,70.8 07:10,22010428
1292,198,1.188,70.8 06:00,22010428
1293,198,1.189,70.8 07:10,22010428
1294,100,0.42,70.8 06:00,22010428
1295,100,0.49,70.8 07:10,22010428
1296,100,0.33,70.8 08:35,22010428
1297,203,0.561,70.8 06:00,22010428
1298,203,0.556,70.8 07:10,22010428
1299,203,0.516,70.8 08:35,22010428
1300,197,6.6124,4 06.00,22010474
1301,197,6.5442,5 06.00,22010474
1302,197,6.64522,9 06.00,22010474
1303,198,1.189,4 06.00,22010474
1304,198,1.191,5 06.00,22010474
1305,198,1.187,9 06.00,22010474
1306,100,0.26,4 06.00,22010474
1307,100,0.19,5 06.00,22010474
1308,100,0.23,9 06.00,22010474
1309,197,6.0314,4 18.00,22010473
1310,197,6.0354,5 18.00,22010473
1311,197,6.1088,9 18.00,22010473
1312,198,1.188,9 18.00,22010473
1313,198,1.191,4 18.00,22010473
1314,198,1.188,5 18.00,22010473
1315,100,0.25,4 18.00,22010473
1316,100,0.16,5 18.00,22010473
1317,100,0.17,9 18.00,22010473
1318,197,6.3333,4 18.00,22010476
1319,197,7.0137,5 18.00,22010476
1320,197,5.8385,9 18.00,22010476
1321,198,1.192,4 18.00,22010476
1322,198,1.19,5 18.00,22010476
1323,198,1.191,9 18.00,22010476
1324,100,0.21,4 18.00,22010476
1325,100,0.22,5 18.00,22010476
1326,100,0.2,9 18.00,22010476
1327,197,6.6778,4 18.00,22010478
1328,197,7.3793,5 18.00,22010478
1329,197,6.3721,9 18.00,22010478
1330,198,1.191,4 18.00,22010478
1331,198,1.188,5 18.00,22010478
1332,198,1.19,9 18.00,22010478
1333,100,0.17,5 18.00,22010478
1334,100,0.22,4 18.00,22010478
1335,100,0.18,9 18.00,22010478
1336,197,6.965,4 06.00,22010477
1337,197,6.5446,5 06.00,22010477
1338,197,6.2201,9 06.00,22010477
1339,198,1.183,4 06.00,22010477
1340,198,1.192,5 06.00,22010477
1341,198,1.19,9 06.00,22010477
1342,100,0.26,4 06.00,22010477
1343,100,0.18,5 06.00,22010477
1344,100,0.22,9 06.00,22010477
1345,197,5.4581,8 06.00,22010429
1346,197,5.018,8 18.00,22010429
1347,197,7.0313,8 18.00,22010429
1348,198,1.185,8 18.00,22010429
1349,198,1.192,8 06.00,22010429
1350,198,1.189,8 18.00,22010429
1351,100,0.35,8 06.00,22010429
1352,100,0.26,8 18.00,22010429
1353,100,0.54,8 18.00,22010429
1354,203,0.612,8 06.00,22010429
1355,203,0.462,8 18.00,22010429
1356,203,0.334,8 18.00,22010429
1357,203,0.612,8 06.00,22010429
1358,197,5.8936,8 06.00,22010504
1359,198,1.189,8 06.00,22010504
1360,100,0.39,8 06.00,22010504
1361,100,0.34,8 18.00,22010504
1362,203,0.423,8 06.00,22010504
1363,100,0.31,8 18.00,22010430
1364,203,0.488,8 18.00,22010430
1365,197,5.6058,8 06.00,22010505
1366,197,5.4797,8 06.00,22010505
1367,198,1.19,8 06.00,22010505
1368,198,1.192,8 06.00,22010505
1369,100,0.48,8 06.00,22010505
1370,100,0.42,8 06.00,22010505
1371,203,0.39,8 06.00,22010505
1372,203,0.333,8 18.00,22010505
1373,203,0.211,8 18.00,22010505
1374,203,0.082,8 06.00,22010505
1375,197,5.8891,8 18.00,22010507
1376,197,4.5251,8 10.15,22010507
1377,197,5.1437,8 13.00,22010507
1378,198,1.191,8 18.00,22010507
1379,198,1.186,8 10.15,22010507
1380,198,1.193,8 13.00,22010507
1381,100,0.27,8 18.00,22010507
1382,100,0.79,8 10.15,22010507
1383,100,0.321,8 13.00,22010507
1384,100,0.314,8 13.12,22010507
1385,203,0.349,8 18.00,22010507
1386,203,0.321,8 13.00,22010507
1387,203,0.314,8 13.12,22010507
1388,235,52.39,8 13.00,22010507
1389,235,49.84,8 18.00,22010507
1390,235,46.42,8 10.15,22010507
1391,197,5.7076,06:00,22010506
1392,197,5.0405,06:00,22010506
1393,198,1.191,06:00,22010506
1394,198,1.192,06:00,22010506
1395,100,0.27,06:00,22010506
1396,100,0.35,18:00,22010506
1397,100,0.41,06:00,22010506
1398,203,0.319,06:00,22010506
1399,203,0.32,18:00,22010506
1400,203,0.408,06:00,22010506
1401,197,5.3017,8 18.00,22010508
1402,197,6.5771,8 06.00,22010508
1403,198,1.191,8 18.00,22010508
1404,198,1.192,8 06.00,22010508
1405,100,0.28,8 18.00,22010508
1406,100,0.34,8 06.00,22010508
1407,235,53.31,8 18.00,22010508
1408,235,50.86,8 06.00,22010508
1409,203,0.317,8 18.00,22010508
1410,203,0.408,8 06.00,22010508
1411,197,7.154,8 08.00,22010509
1412,197,4.7431,8 18.00,22010509
1413,197,7.657,8 18.00,22010509
1414,197,7.3631,8 06.00,22010509
1415,198,1.185,8 06.00,22010509
1416,198,1.183,8 08.00,22010509
1417,198,1.193,8 18.00,22010509
1418,198,1.185,8 18.00,22010509
1419,100,0.43,8 08.00,22010509
1420,100,0.46,8 18.00,22010509
1421,100,0.26,8 18.00,22010509
1422,100,0.39,8 06.00,22010509
1423,203,0.506,8 08.00,22010509
1424,203,0.615,8 18.00,22010509
1425,203,0.521,8 18.00,22010509
1426,203,0.449,8 06.00,22010509
1427,235,55.24,8 18.00,22010509
1428,235,50.78,8 06.00,22010509
1429,235,52.74,8 08.00,22010509
1430,235,55.47,8 18.00,22010509
1431,235,55.01,8 18.00,22010509
1432,197,6.1821,4 06.00,22010532
1433,197,6.2314,5 06.00,22010532
1434,197,5.9411,9 06.00,22010532
1435,198,1.19,4 06.00,22010532
1436,198,1.189,5 06.00,22010532
1437,198,1.19,9 06.00,22010532
1438,100,0.22,4 06.00,22010532
1439,100,0.2,5 06.00,22010532
1440,100,0.2,9 06.00,22010532
1441,235,50.82,4 06.00,22010532
1442,235,53.49,5 06.00,22010532
1443,235,52.22,9 06.00,22010532
1444,197,6.0946,9 18.00,22010531
1445,197,5.7137,9 13.00,22010531
1446,197,7.2475,4 18.00,22010531
1447,197,6.0956,5 18.00,22010531
1448,198,1.188,9 18.00,22010531
1449,198,1.185,9 13.00,22010531
1450,198,1.187,4 18.00,22010531
1451,198,1.19,5 18.00,22010531
1452,235,53.83,9 13.00,22010531
1453,235,51.42,4 18.00,22010531
1454,235,51.08,5 18.00,22010531
1455,197,5.8335,70.4 18:00,22010533
1456,197,5.729,70.5 18:00,22010533
1457,197,6.0482,70.9 18:00,22010533
1458,198,1.19,70.4 18:00,22010533
1459,198,1.19,70.5 18:00,22010533
1460,198,1.19,70.9 18:00,22010533
1461,100,0.24,70.4 18:00,22010533
1462,100,0.18,70.5 18:00,22010533
1463,100,0.15,70.9 18:00,22010533
1464,235,53.05,70.4 18:00,22010533
1465,235,53.27,70.5 18:00,22010533
1466,235,52.73,70.9 18:00,22010533
1467,197,7.1855,70.4 06:00,22010534
1468,197,6.2741,70.5 06:00,22010534
1469,197,5.8695,70.9 06:00,22010534
1470,198,1.188,70.4 06:00,22010534
1471,198,1.191,70.5 06:00,22010534
1472,198,1.192,70.9 06:00,22010534
1473,100,0.22,70.4 06:00,22010534
1474,100,0.17,70.5 06:00,22010534
1475,100,0.24,70.9 06:00,22010534
1476,235,49.95,70.4 06:00,22010534
1477,235,51.94,70.5 06:00,22010534
1478,235,51.14,70.9 06:00,22010534
1479,197,6.0602,70. 06:00  ,22010514
1480,198,1.186,70. 06:00 ,22010514
1481,100,0.36,70. 06:00,22010514
1482,203,0.429,70. 06:00 ,22010514
1483,235,56.74,70. 06:00 ,22010514
1484,237,5.66,70. 06:00 ,22010514
1485,238,24.92,70. 06:00 ,22010514
1486,197,6.4301,70.4 18:00,22010536
1487,197,6.851,70.5 18:00,22010536
1488,197,6.4575,70.9 18:00,22010536
1489,198,1.188,70.4 18:00,22010536
1490,198,1.188,70.5 18:00,22010536
1491,198,1.191,70.9 18:00,22010536
1492,100,0.23,70.4 18:00,22010536
1493,100,0.16,70.5 18:00,22010536
1494,100,0.22,70.9 18:00,22010536
1495,235,47.5,70.4 18:00,22010536
1496,235,49.16,70.5 18:00,22010536
1497,235,50.4,70.9 18:00,22010536
1498,197,4.4013,70.8 08:30,22010512
1499,197,4.8363,70.8 10:00,22010512
1500,197,4.8286,70.8 18:00,22010512
1501,198,1.192,70.8 08:30,22010512
1502,198,1.19,70.8 10:00,22010512
1503,198,1.19,70.8 18:00,22010512
1504,100,0.21,70.8 10:00,22010512
1505,100,0.24,70.8 18:00,22010512
1506,100,0.33,70.8 08:30,22010512
1507,203,0.394,70.8 08:30,22010512
1508,203,0.307,70.8 10:00,22010512
1509,203,0.333,70.8 18:00,22010512
1510,203,0.237,70.8 18:00,22010512
1511,235,55.31,70.8 08:30,22010512
1512,235,55.66,70.8 10:00,22010512
1513,235,54.91,70.8 18:00,22010512
1514,236,72.79,70.8 08:30,22010512
1515,236,73.15,70.8 10:00,22010512
1516,236,73.89,70.8 18:00,22010512
1517,237,5.31,70.8 08:30,22010512
1518,237,5.55,70.8 10:00,22010512
1519,237,4.92,70.8 18:00,22010512
1520,238,24.41,70.8 08:30,22010512
1521,238,24.59,70.8 10:00,22010512
1522,238,24.74,70.8 18:00,22010512
1523,197,6.0602,70.8 06:00,22010513
1524,198,1.186,70.8 06:00 ,22010513
1525,100,0.36,70.8 06:00,22010513
1526,203,0.429,70.8 06:00 ,22010513
1527,235,56.74,70.8 06:00 ,22010513
1528,236,72.4,70.8 06:00 ,22010513
1529,237,5.66,70.8 06:00 ,22010513
1530,238,24.92,70.8 06:00 ,22010513
1531,197,5.9653,70.4 06:00,22010537
1532,197,6.0098,70.5 06:00,22010537
1533,197,5.5872,70.9 06:00,22010537
1534,198,1.189,70.4 06:00,22010537
1535,198,1.19,70.5 06:00,22010537
1536,198,1.192,70.9 06:00,22010537
1537,100,0.3,70.4 06:00,22010537
1538,100,0.17,70.5 06:00,22010537
1539,100,0.2,70.5 06:00,22010537
1540,235,53.03,70.4 06:00,22010537
1541,235,53.04,70.5 06:00,22010537
1542,235,52.24,70.9 06:00,22010537
1543,236,75.5,70.4 06:00,22010537
1544,236,74.41,70.5 06:00,22010537
1545,236,74.78,70.9 06:00,22010537
1546,237,4.38,70.4 06:00,22010537
1547,237,4.83,70.5 06:00,22010537
1548,237,4.52,70.9 06:00,22010537
1549,238,24.41,70.4 06:00,22010537
1550,238,23.93,70.5 06:00,22010537
1551,238,23.66,70.9 06:00,22010537
1552,197,5.877,06:00,22010515
1553,197,5.3599,18:00 ,22010515
1554,197,5.3803,06:00,22010515
1555,198,1.187,06:00,22010515
1556,198,1.193,18:00 ,22010515
1557,198,1.19,06:00,22010515
1558,100,0.4,06:00,22010515
1559,100,0.33,18:00,22010515
1560,100,0.22,06:00,22010515
1561,203,0.483,06:00,22010515
1562,203,0.367,18:00 ,22010515
1563,203,0.489,06:00,22010515
1564,197,6.5563,4 09:30,22010542
1565,197,6.1733,5 09:30,22010542
1566,197,6.3448,9 09:30,22010542
1567,197,6.7766,4 18:00,22010542
1568,197,7.1261,9 18:00,22010542
1569,198,1.189,4 09:30,22010542
1570,198,1.187,5 09:30,22010542
1571,198,1.19,9 09:30,22010542
1572,198,1.189,4 18:00,22010542
1573,198,1.189,9 18:00,22010542
1574,100,0.27,4 09:30,22010542
1575,100,0.25,5 09:30,22010542
1576,100,0.22,9 09:30 ,22010542
1577,100,0.22,4 18:00,22010542
1578,100,0.21,9 18:00,22010542
1579,203,0.338,4 09:30,22010542
1580,203,0.314,5 09:30,22010542
1581,203,0.289,9 09:30,22010542
1582,203,0.288,4 18:00,22010542
1583,203,0.25,9 18:00,22010542
1584,197,5.7054,06:00,22010510
1585,197,5.0634,10:45,22010510
1586,197,5.4671,18:00,22010510
1587,198,1.188,06:00,22010510
1588,198,1.192,12:45,22010510
1589,198,1.191,18:00,22010510
1590,100,0.58,06:00,22010510
1591,100,0.33,12:45,22010510
1592,100,0.47,18:00,22010510
1593,203,0.684,06:00,22010510
1594,203,0.427,12:45,22010510
1595,203,0.585,18:00,22010510
1596,197,4.7166,8 18.00,22010516
1597,197,5.1399,8 09.30,22010516
1598,198,1.19,8 18.00,22010516
1599,198,1.191,8 09.30,22010516
1600,100,0.25,8 18.00,22010516
1601,100,0.37,8 09.30,22010516
1602,203,0.455,8 18.00,22010516
1603,203,0.422,8 09.30 ,22010516
1604,197,4.6129,8 18.00,22010517
1605,197,5.0332,8 06.00,22010517
1606,198,1.191,8 18.00,22010517
1607,198,1.19,8 06.00,22010517
1608,100,0.34,8 18.00,22010517
1609,100,0.37,8 06.00,22010517
1610,203,0.451,8 18.00,22010517
1611,203,0.545,8 06.00,22010517
1612,197,3.9788,8 18.00,22010518
1613,197,4.8152,8 06.00,22010518
1614,197,5.2211,8 10.00,22010518
1615,197,4.0242,8 18.00,22010518
1616,198,1.195,8 18.00,22010518
1617,198,1.192,8 06.00,22010518
1618,198,1.191,8 10.00,22010518
1619,198,1.195,8 18.00,22010518
1620,100,0.43,8 18.00,22010518
1621,100,0.35,8 06.00,22010518
1622,100,0.25,8 10.00,22010518
1623,100,0.39,8 18.00,22010518
1624,203,0.67,8 18.00,22010518
1625,203,0.467,8 06.00,22010518
1626,203,0.448,8 10.00,22010518
1627,203,0.503,8 18.00,22010518
1628,197,5.301,8 06.00,22010519
1629,197,5.2462,8 18.00,22010519
1630,198,1.189,8 06.00,22010519
1631,198,1.187,8 18.00 ,22010519
1632,100,0.41,8 06.00,22010519
1633,100,0.32,8 18.00 ,22010519
1634,203,0.485,8 06.00,22010519
1635,203,0.454,8 18.00,22010519
1636,197,5.3234,8 06.00,22010622
1637,198,1.188,8 06.00,22010622
1638,100,0.42,8 06.00,22010622
1639,203,0.476,8 06.00,22010622
1640,197,4.8501,8 13.15,22010577
1641,197,4.8951,8 06.00,22010577
1642,198,1.19,8 13.15,22010577
1643,198,1.191,8 06.00,22010577
1644,100,0.39,8 13.15,22010577
1645,100,0.43,8 06.00,22010577
1646,203,0.419,8 13.15,22010577
1647,203,0.398,8 06.00 ,22010577
1648,197,5.2092,8 18.00,22010578
1649,197,5.3327,8 06.00,22010578
1650,198,1.19,8 18.00,22010578
1651,198,1.189,8 06.00,22010578
1652,100,0.31,8 18.00,22010578
1653,100,0.45,8 06.00,22010578
1654,203,0.44,8 18.00,22010578
1655,203,0.574,8 06.00,22010578
1656,197,4.7525,8 18.00,22010579
1657,197,5.6654,8 06.00,22010579
1658,198,1.191,8 18.00,22010579
1659,198,1.187,8 06.00,22010579
1660,100,0.39,8 18.00,22010579
1661,100,0.5,8 06.00,22010579
1662,203,0.522,8 18.00,22010579
1663,203,0.487,8 06.00,22010579
1664,197,5.4143,18:00,22010580
1665,197,4.4778,06:00 ,22010580
1666,198,1.188,18:00,22010580
1667,198,1.189,06:00 ,22010580
1668,100,0.4,18:00,22010580
1669,100,0.54,06:00 ,22010580
1670,203,0.536,18:00,22010580
1671,203,0.619,06:00 ,22010580
1672,197,4.7424,06:00,22010582
1673,197,5.1204,18:00,22010582
1674,198,1.187,06:00,22010582
1675,198,1.19,18:00,22010582
1676,100,0.52,06:00,22010582
1677,100,0.41,18:00,22010582
1678,203,0.586,06:00,22010582
1679,203,0.502,18:00,22010582
1680,197,4.6423,18:00,22010581
1681,197,4.7407,10:30,22010581
1682,197,5.2001,18:00,22010581
1683,198,1.191,18:00,22010581
1684,198,1.15,10:30,22010581
1685,198,1.19,18:00,22010581
1686,100,0.36,18:00,22010581
1687,100,0.43,10:30,22010581
1688,100,0.36,18:00,22010581
1689,203,0.564,18:00,22010581
1690,203,0.515,10:30,22010581
1691,203,0.463,18:00,22010581
1692,197,5.698,4 06.00,22010609
1693,197,5.193,5 06.00,22010609
1694,197,5.54,9 06.00,22010609
1695,198,1.186,4 06.00,22010609
1696,198,1.191,5 06.00,22010609
1697,198,1.191,9 06.00,22010609
1698,100,0.29,4 06.00,22010609
1699,100,0.19,5 06.00,22010609
1700,100,0.26,9 06.00,22010609
1701,203,0.359,4 06.00,22010609
1702,203,0.323,5 06.00,22010609
1703,197,5.4769,06:00,22010583
1704,197,4.421,18:00,22010583
1705,198,1.187,06:00,22010583
1706,198,1.19,18:00,22010583
1707,100,0.49,06:00,22010583
1708,100,0.49,18:00,22010583
1709,203,0.558,06:00,22010583
1710,203,0.357,18:00,22010583
1711,197,4.6662,5 09.00,22010605
1712,197,6.4311,4 09.00,22010605
1713,197,5.703,9 06.00,22010605
1714,197,5.265,9 18.00,22010605
1715,198,1.19,5 09.00,22010605
1716,198,1.185,4 09.00,22010605
1717,198,1.19,9 09.00,22010605
1718,198,1.194,9 18.00,22010605
1719,100,0.29,5 09.00,22010605
1720,100,0.23,4 09.00,22010605
1721,100,0.21,9 09.00,22010605
1722,100,0.21,9 18.00,22010605
1723,203,0.294,5 09.00,22010605
1724,203,0.28,4 09.00,22010605
1725,203,0.276,9 09.00,22010605
1726,197,5.216,9 18.00,22010610
1727,197,5.192,5 18.00,22010610
1728,198,1.192,9 18.00,22010610
1729,198,1.192,5 18.00,22010610
1730,100,0.23,9 18.00,22010610
1731,100,0.2,5 18.00,22010610
1732,197,5.6715,4 06.00,22010611
1733,197,5.292,5 06.00,22010611
1734,197,5.091,9 06.00,22010611
1735,198,1.192,4 06.00,22010611
1736,198,1.191,5 06.00,22010611
1737,198,1.192,9 06.00,22010611
1738,100,0.27,4 06.00,22010611
1739,100,0.22,5 06.00,22010611
1740,100,0.22,9 06.00,22010611
1741,197,6.018,4 12.30,22010585
1742,197,5.39,8 12.30,22010585
1743,197,5.323,4 18.00,22010585
1744,197,4.941,8 18.00,22010585
1745,198,1.186,4 12.30,22010585
1746,198,1.187,8 12.30,22010585
1747,198,1.191,4 18.00,22010585
1748,198,1.19,8 18.00,22010585
1749,100,0.12,4 12.30,22010585
1750,100,0.31,8 12.30,22010585
1751,100,0.2,4 18.00,22010585
1752,100,0.3,8 18.00,22010585
1753,203,0.55,8 18.00,22010585
1754,197,6.256,70.4 08:15,22010654
1755,197,5.613,70.5 08:15,22010654
1756,197,6.013,70.4 11:20,22010654
1757,197,6.581,70.4 13:24,22010654
1758,197,6.217,70.4 18:00,22010654
1759,197,6.342,70.5 18:00,22010654
1760,198,1.19,70.4 08:15,22010654
1761,198,1.192,70.5 08:15,22010654
1762,198,1.192,70.4 11:20,22010654
1763,198,1.191,70.4 13:24,22010654
1764,198,1.191,70.4 18:00,22010654
1765,198,1.189,70.5 18:00,22010654
1766,100,0.16,70.5 08:15,22010654
1767,100,0.22,70.4 10:15,22010654
1768,100,0.22,70.4 11:20,22010654
1769,100,0.17,70.4 13.24,22010654
1770,100,0.23,70.4 18:00,22010654
1771,100,0.18,70.5 18:00,22010654
1772,203,0.327,70.4 08:15,22010654
1773,203,0.277,70.5 08:15,22010654
1774,203,0.253,70.4 10:15,22010654
1775,203,0.286,70.4 11:20,22010654
1776,203,0.28,70.4 13:24,22010654
1777,203,0.23,70.4 18:00,22010654
1778,203,0.18,70.5 18:00,22010654
1779,197,6.876,70.4 06:00,22010655
1780,197,5.946,70.5 06:00,22010655
1781,198,1.188,70.4 06:00,22010655
1782,198,1.193,70.5 06:00,22010655
1783,100,0.21,70.4 06:00,22010655
1784,100,0.24,70.5 06:00,22010655
1785,197,5.4389,70.4 06:00,22010658
1786,197,6.378,70.5 06:00,22010658
1787,198,1.193,70.4 06:00,22010658
1788,198,1.19,70.5 06:00,22010658
1789,100,0.26,70.4 06:00,22010658
1790,100,0.18,70.5 06:00,22010658
1791,203,0.278,70.4 06:00,22010658
1792,197,6.032,70.4 18:00,22010656
1793,197,6.028,70.5 18:00,22010656
1794,198,1.192,70.4 18:00,22010656
1795,198,1.19,70.5 18:00,22010656
1796,100,0.17,70.4 18:00,22010656
1797,100,0.2,70.5 18:00,22010656
1798,197,6.489,70.4 06:00,22010657
1799,197,6.258,70.5 06:00,22010657
1800,197,6.351,70.5 18:00,22010657
1801,197,6.589,70.4 18:00,22010657
1802,198,1.189,70.4 06:00,22010657
1803,198,1.19,70.5 06:00,22010657
1804,198,1.191,70.45 18:00,22010657
1805,198,1.187,70.4 8:00,22010657
1806,100,0.19,70.4 06:00,22010657
1807,100,0.22,70.5 06:00,22010657
1808,100,0.19,70.5 18:00,22010657
1809,100,0.2,70.4 18:00,22010657
1810,197,4.5499,70.8 08:45,22010587
1811,197,4.758,70.8 10:35,22010587
1812,197,4.4373,70.8 18:00,22010587
1813,198,1.193,70.8 08:45,22010587
1814,198,1.191,70.8 10:35,22010587
1815,198,1.195,70.8 18.00,22010587
1816,100,0.46,70.8 08:45,22010587
1817,100,0.28,70.8 10:35,22010587
1818,100,0.46,70.8 18:00,22010587
1819,203,0.548,70.8 08:45,22010587
1820,203,0.312,70.8 10:35,22010587
1821,203,0.539,70.8 18:00,22010587
1822,197,6.249,4 06.00,22010660
1823,197,5.8,5 06.00,22010660
1824,198,1.189,4 06.00,22010660
1825,198,1.19,5 06.00,22010660
1826,100,0.24,4 06.00,22010660
1827,100,0.2,5 06.00,22010660
1828,197,4.637,8 06.000,22010637
1829,197,4.717,8 18.00,22010637
1830,198,1.191,8 06.00,22010637
1831,198,1.191,8 18.00,22010637
1832,100,0.49,8 06.00,22010637
1833,100,0.41,8 18.00,22010637
1834,203,0.456,8 18.00,22010637
1835,203,0.443,8 06.00 ,22010637
1836,197,4.009,8 18.00,22010589
1837,197,4.463,8 06.00,22010589
1838,198,1.192,8 18.00,22010589
1839,198,1.191,8 06.00,22010589
1840,100,0.44,8 18.00,22010589
1841,100,0.47,8 06.00,22010589
1842,203,0.578,8 18.00,22010589
1843,203,0.551,8 06.00,22010589
1844,197,6.917,4 18.00,22010659
1845,197,6.204,5 18.00,22010659
1846,198,1.19,4 18.00,22010659
1847,198,1.188,5 18.00,22010659
1848,100,0.14,4 18.00,22010659
1849,100,0.19,5 18.00,22010659
1850,197,6.1889,4 18.00,22010661
1851,197,5.8298,5 18.00,22010661
1852,197,7.3621,4 08.30,22010661
1853,197,6.1939,5 12.30,22010661
1854,198,1.191,4 18.00,22010661
1855,198,1.194,5 18.00,22010661
1856,198,1.185,4 08.30,22010661
1857,198,1.189,5 12.30,22010661
1858,100,0.27,4 08.30,22010661
