,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
151,BP 110/02 (717221),ZSK 70.5,22010450,6:00,76.37,3.83,22.52,48.88,08.06.2022 05:20:00,08.06.2022 15:15:00,6/8/2022 6:00,184.9230769,184.7967033,170.0901099,145,145.0461538,145.0593407,187.4989011,164.3989011,100.0098901,171.7769231,154.0846154,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.8989741,800,480.820065,0,307.8864625,7.999454289,0,3.200847862,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.3450549,360,75.74065934,199.3835165,171.6208791,3.664835165,71.60548988,0,53.08813007,12.05648292,0,11.29934009,0,0,671.5365259,433.4681396,580.2308578,66.40683503,34.05207825,28.3451253,94.3487854,65.54180908,2147.252747,0,1591.901099,746.3406593,0,338.6813187,0,0,47.25774602,29.19410504,53.21398473,15.52236519,44.92827246,8.697946674,0,0
152,BP 110/02 (717221),ZSK 70.9,22010450,6:00,75.95,4.2,22.25,48.96,08.06.2022 05:20:00,08.06.2022 15:15:00,6/8/2022 6:00,184.11,185.082857,169.9207145,144.9821421,144.8564285,144.7492861,165.0114292,154.5321425,100.0192857,178.7128549,166.3014267,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,808.0192313,808,480.8281315,0,307.9930943,8.000216109,0,3.200334997,0,8.000735215,480.7999878,0,308,8,0,3.200000048,0,8,359.8553467,360,81.40037319,188.0685718,208.5542856,23.39802414,48.93793888,0,53.75871119,4.484907848,0,10.88661286,0,26.30938711,982.5666495,1128.899902,572.9362126,178.4243942,26.36285973,29.43048575,140.9575653,30.40501022,1467.6,0,1612.178571,134.0285714,0,326.1142857,0,788.75,55.32973121,0.38953573,48.46143079,18.45970086,30.18175125,8.832357577,-0.044857145,37.59301611
153,BP 110/02 (717221),ZSK 70.4,22010449,18:00,77.45,3.19,21.65,46.31,08.06.2022 05:20:00,08.06.2022 15:15:00,6/8/2022 18:00,184.9680851,185.0202128,170.0361702,145.0170213,145.056383,145.3085106,165.0382979,154.9659574,100.0180851,162.2021277,147.137234,0,0,0,185,185,170,145,145,145,165,155,100,150,142,0,0,0,799.9626413,800,480.7992145,0,307.9744737,7.999509862,0,3.200198777,0,0,480.7999573,0,308,7.999999523,0,3.199999809,0,0,358.3191489,360,75.74361702,34.79468085,210.2851064,5.04787234,50.52680669,0,50.15106201,8.606382431,0,6.373616817,0,0,951.6256597,583.0073242,617.2721142,92.83423144,35.92990112,50.49748181,250,96.19335938,1515.202128,0,1503.702128,258.7553191,0,190.9361702,0,0,47.35389718,0.091379287,48.02730658,18.96920849,15.61974026,12.14846558,0,0
154,BP 110/02 (717221),ZSK 70.8,22010488,12:00,74.76,4.39,22.61,50.32,08.06.2022 12:00:00,09.06.2022 15:15:00,6/8/2022 12:00,177.1781954,169.7744357,154.9496247,145.0345867,145.4105265,144.5075183,130.1827067,140.1157897,90.64661671,23.28721789,23.14586466,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.932932,1107.809095,661.1834579,0,423.6785356,11.00831404,7.657657293,0,4.405772991,0,661.1889557,0,423.5510915,11.00678921,7.657005704,0,4.405238152,0,489.948657,490,86.53217516,178.4639096,23.41428536,0.181388803,64.05729004,0,52.93297221,16.52564354,10.47347715,0,30.92395636,0,1032.993121,574.2153931,800.8287918,66.57666761,73.03794287,8.568288803,14.24312043,0,1921.255639,0,1587.37594,495.2180451,313.7744361,0,927.1278195,0,52.1773784,-1.779000044,64.61770231,20.39574531,29.37709164,-0.039165415,8.83847408,0
155,BP 110/02 (717221),ZSK 70.8,22010488,13:00,74.59,4.31,22.72,50.53,08.06.2022 12:00:00,09.06.2022 15:15:00,6/8/2022 13:00,181.0030074,169.9624059,154.9127819,144.8812031,145.3526319,144.7240597,130.1030068,140.0233077,90.88496238,24.22030077,23.27368414,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.681431,1107.712036,661.1000352,0,423.4732962,11.01098036,7.700967036,0,4.405834503,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405238152,0,489.9596709,490,86.24344675,178.6105257,24.34360886,0.165235139,64.11546509,0,52.30993469,16.64889096,10.48007923,0,30.69194406,0,1031.188061,574.2153931,811.1837925,66.18540719,73.44233589,8.568288803,14.34896755,0,1922.81203,0,1568.789474,499.0150376,313.8796992,0,920.2857143,0,52.10006264,-1.779000044,64.7882584,25.90872296,30.61249009,-0.018526317,10.33692534,0
156,BP 110/02 (717221),ZSK 70.8,22010488,18:00,75.82,3.96,22.49,49.21,08.06.2022 12:00:00,09.06.2022 15:15:00,6/8/2022 18:00,180.5962407,170.0112779,155.0849624,145.0112784,145.4030069,144.7443606,130.1593985,139.9759395,90.8210529,23.33834586,25.16541369,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.718062,1107.712036,661.0978343,0,423.5001937,11.00338265,7.70025245,0,4.405419088,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9638011,490,86.2805084,178.6939843,25.44586446,0.356685988,64.11161294,0,52.52707047,17.53631024,10.49546496,0,30.79454634,0,1031.155458,574.2153931,807.2606389,62.86399348,73.37415537,8.568288803,14.32351529,0,1922.819549,0,1575.210526,525.5714286,314.2857143,0,923.5037594,0,52.0569799,-1.779000044,64.63843195,12.00626373,30.58746012,-0.035112783,9.536880156,0
157,BP 110/02 (717221),ZSK 70.8,22010488,18:00,74.8,4.46,23,51.04,08.06.2022 12:00:00,09.06.2022 15:15:00,6/8/2022 18:00,180.5962407,170.0112779,155.0849624,145.0112784,145.4030069,144.7443606,130.1593985,139.9759395,90.8210529,23.33834586,25.16541369,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.718062,1107.712036,661.0978343,0,423.5001937,11.00338265,7.70025245,0,4.405419088,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9638011,490,86.2805084,178.6939843,25.44586446,0.356685988,64.11161294,0,52.52707047,17.53631024,10.49546496,0,30.79454634,0,1031.155458,574.2153931,807.2606389,62.86399348,73.37415537,8.568288803,14.32351529,0,1922.819549,0,1575.210526,525.5714286,314.2857143,0,923.5037594,0,52.0569799,-1.779000044,64.63843195,12.00626373,30.58746012,-0.035112783,9.536880156,0
158,BP 110/02 (717221),ZSK 70.4,22010452,18:00,0.01,-0.01,0.02,92.18,08.06.2022 12:00:00,09.06.2022 15:15:00,6/8/2022 18:00,184.9680851,185.0202128,170.0361702,145.0170213,145.056383,145.3085106,165.0382979,154.9659574,100.0180851,162.2021277,147.137234,0,0,0,185,185,170,145,145,145,165,155,100,150,142,0,0,0,799.9626413,800,480.7992145,0,307.9744737,7.999509862,0,3.200198777,0,0,480.7999573,0,308,7.999999523,0,3.199999809,0,0,358.3191489,360,75.74361702,34.79468085,210.2851064,5.04787234,50.52680669,0,50.15106201,8.606382431,0,6.373616817,0,0,951.6256597,583.0073242,617.2721142,92.83423144,35.92990112,50.49748181,250,96.19335938,1515.202128,0,1503.702128,258.7553191,0,190.9361702,0,0,47.35389718,0.091379287,48.02730658,18.96920849,15.61974026,12.14846558,0,0
159,BP 110/02 (717221),ZSK 70.4,22010452,18:00,78.2,2.86,21.08,44.7,09.06.2022 15:15:00,10.06.2022 17:45:00,6/9/2022 18:00,184.7638298,184.9755319,170.0340426,144.6712766,145.0648936,144.6595745,164.9648936,154.9946809,99.9893617,164.6840426,147.6457447,0,0,0,185,185,170,145,145,145,165,155,100,150,142,0,0,0,800.031089,800,480.7943654,0,308.0379872,7.99998883,0,3.198877426,0,0,480.7999573,0,308,7.999999523,0,3.199999809,0,0,358.3531915,360,76.16170213,33.80531915,211.4989362,5.005319149,50.55829645,0,51.08404054,8.675957051,0,5.955957179,0,0,955.9159832,583.0073242,604.9781403,91.98837248,35.92990112,52.97257168,250,96.19335938,1516.138298,0,1531.957447,260.9893617,0,178.3510638,0,0,47.2545084,0.118086226,47.71745365,16.67260211,15.27629248,11.34419019,0,0
160,BP 110/02 (717221),ZSK 70.5,22010452,18:00,77.07,3.39,21.31,46.08,09.06.2022 15:15:00,10.06.2022 17:45:00,6/9/2022 18:00,185.0206522,185.025,169.9978261,144.9956522,145.0021739,144.9717391,188.0108696,161.4978261,100.0152174,172.1641304,154.7271739,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.8829757,800,480.810732,0,307.8720783,7.999477739,0,3.199199677,0,0,480.7999878,0,308.0000305,8,0,3.200000286,0,0,358.398913,360,77.0076087,199.1554348,171.8293478,3.751086957,68.28260389,0,54.01760582,12.48782568,0,11.92282571,0,0,703.1639988,433.4681396,569.6009946,64.00587638,34.05207825,26.84185123,94.3487854,65.54180908,2047.728261,0,1619.173913,769.4021739,0,357.326087,0,0,47.09010348,29.45520865,52.90067872,17.72410302,44.44282474,8.923998584,0,0
161,BP 110/02 (717221),ZSK 70.9,22010452,18:00,75.78,4.33,22.78,50.08,09.06.2022 15:15:00,10.06.2022 17:45:00,6/9/2022 18:00,184.6677425,184.926881,169.8655911,145.064516,145.007526,144.7010757,165.0075265,154.8053771,99.995699,181.0430133,168.9139751,2,2,2,185,185,170,145,145,145,165,155,100,150,140,2,2,2,807.9794601,808,480.7771482,0,308.0094647,7.998609344,0,3.200139538,0,8.00097186,480.799988,0,308,8,0,3.2,0,8,359.8526491,360,81.34159212,187.594624,210.4161301,23.10007842,48.38472295,0,54.07322523,4.814911688,0,11.30412813,0,26.27615069,994.2173383,1128.899902,569.3936334,166.2993953,26.36286,28.32328718,140.957565,30.45142681,1450.978495,0,1621.709677,144.0107527,0,338.688172,0,787.7956989,54.91263694,0.472537634,47.39171189,15.0047749,29.94421704,6.352365645,-0.016946237,29.89830259
162,BP 110/02 (717221),ZSK 70.8,22010489,10:15,75.4,4.15,22.31,49.27,09.06.2022 15:15:00,10.06.2022 17:45:00,6/10/2022 10:15,178.0028769,169.8841724,154.9892087,144.8964023,145.4323743,144.4669065,130.1215838,140.0165471,91.00935249,20.18705032,21.74820132,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.735107,1107.712036,661.1063342,0,423.5095575,11.00680987,7.700340714,0,4.405900746,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9533498,490,86.58570214,179.1381295,22.17625961,0.484560271,64.10454971,0,51.04848853,19.2447661,10.58795019,0,30.92873536,0,1031.305205,574.2153931,829.745627,57.3048282,72.64802776,8.568288803,14.23658476,0,1922.618705,0,1530.971223,576.8273381,317.1151079,0,927.2589928,0,52.27932629,-1.779000044,64.42962899,25.28420981,31.73064896,0.302410085,10.1288566,0
163,BP 110/02 (717221),ZSK 70.8,22010421,6:00,75.21,4.3,22.41,49.67,09.06.2022 15:15:00,10.06.2022 17:45:00,6/10/2022 6:00,180.3635711,169.8464284,154.782143,145.0764287,145.3642856,144.4900003,130.1271429,139.9871431,91.06785747,17.36071435,18.35357171,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.667824,1107.712036,661.1051583,0,423.4351998,11.00809536,7.701043422,0,4.406890975,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9570138,490,86.66591099,178.695,18.86428591,0.623501576,64.07524011,0,48.37201189,19.13214301,10.54026098,0,30.58803414,0,1031.84312,574.2153931,876.7321856,57.50443924,73.06953218,8.568288803,14.41384215,0,1921.821429,0,1450.685714,573.4785714,315.7428571,0,917.0642857,0,52.31089554,-1.779000044,64.32282453,20.90024387,32.4001944,0.2825143,9.203114711,0
164,BP 110/02 (717221),ZSK 70.8,22010490,14:00,75.69,4.17,22.72,49.87,09.06.2022 21:00:00,10.06.2022 07:10:00,6/10/2022 14:00,178.2438856,170.1158279,155.1899277,145.1287768,145.3669065,145.0287768,130.1676259,140.0064752,90.94388503,24.54244589,24.88129451,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.644264,1107.712036,661.0852301,0,423.4600101,11.00332221,7.700787215,0,4.405275451,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9617806,490,86.27671496,179.3287779,25.27481975,0.157530228,64.27797046,0,50.90817601,19.21034492,10.56541197,0,31.62341154,0,1028.830129,574.2153931,832.6192965,57.45581796,72.89397946,8.568288803,13.94056892,0,1927.841727,0,1526.719424,575.8920863,316.4244604,0,948.2230216,0,52.03236219,-1.779000044,65.04703206,23.31644717,30.18107337,0.311690661,8.943410455,0
165,BP 110/02 (717221),ZSK 70.8,22010490,18:00,75.52,4.17,22.71,49.93,09.06.2022 21:00:00,10.06.2022 07:10:00,6/10/2022 18:00,179.5724643,169.8927543,155.0079707,145.0485508,145.4260869,144.9384054,130.1427539,139.9420287,91.01594195,23.53260849,25.23043471,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.775851,1107.712036,661.1227563,0,423.5321366,11.00922898,7.700872832,0,4.40507139,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9578592,490,86.19804051,179.1050726,25.42463739,0.410439313,64.51780126,0,50.91649224,20.8928428,10.53471114,0,31.88522379,0,1024.034239,574.2153931,831.4219847,52.66821966,73.10040963,8.568288803,13.82782132,0,1934.963768,0,1526.956522,626.2753623,315.4637681,0,956.057971,0,52.20890095,-1.779000044,64.61322057,13.26538469,32.673958,0.304000012,6.225101734,0
166,BP 110/02 (717221),ZSK 70.8,22010422,8:30,75.95,4,21.55,47.56,10.06.2022 00:00:00,10.06.2022 00:00:00,6/10/2022 8:30,181.1071943,169.9258988,155.1035969,145.0007198,145.4000005,144.515828,130.1446043,140.0165467,91.01223025,19.21223009,19.59280541,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.764791,1107.712036,661.096429,0,423.5693658,11.00379914,7.700602569,0,4.40400079,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9507152,490,86.69071774,178.9417267,20.42374085,0.57204236,64.00002149,0,51.0917927,19.23569395,10.66557693,0,30.79901602,0,1032.83153,574.2153931,828.8089745,57.42347624,72.22223466,8.568288803,14.3287353,0,1919.489209,0,1532.244604,576.6043165,319.4460432,0,923.4172662,0,52.16913199,-1.779000044,63.48947078,20.12606574,29.44790068,0.286302173,8.420489617,0
167,BP 110/02 (717221),ZSK 70.4,22010457,20:05,75.61,3.85,23.01,50.1,09.06.2022 12:00:00,09.06.2022 21:00:00,6/9/2022 20:05,184.9612903,184.8129032,169.983871,145.0946237,145.144086,144.9806452,165.0505376,155.2225806,100.0139785,164.0451613,147.1225806,0,0,0,185,185,170,145,145,145,165,155,100,150,142,0,0,0,799.9884388,800,480.7931046,0,307.9981217,7.998884929,0,3.199058246,0,0,480.7999573,0,308,7.999999523,0,3.199999809,0,0,358.2774194,360,75.94623656,30.05806452,211.0462366,5.012903226,50.96472972,0,51.22408401,8.776128687,0,6.055053547,0,0,944.2453758,583.0073242,602.9211019,90.87381654,35.92990112,51.97684717,250,96.19335938,1528.301075,0,1535.655914,265.4408602,0,181.1935484,0,0,47.25734194,0.111560083,47.91341064,17.27524751,15.24190292,11.81195023,0,0
168,BP 110/02 (717221),ZSK 70.9,22010459,8:30,74.5,4.26,24.43,53.43,09.06.2022 12:00:00,09.06.2022 21:00:00,6/9/2022 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,BP 110/02 (717221),ZSK 70.8,22010423,6:00,74.06,4.56,22.69,50.97,09.06.2022 15:15:00,10.06.2022 17:45:00,6/10/2022 6:00,180.3635711,169.8464284,154.782143,145.0764287,145.3642856,144.4900003,130.1271429,139.9871431,91.06785747,17.36071435,18.35357171,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.667824,1107.712036,661.1051583,0,423.4351998,11.00809536,7.701043422,0,4.406890975,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9570138,490,86.66591099,178.695,18.86428591,0.623501576,64.07524011,0,48.37201189,19.13214301,10.54026098,0,30.58803414,0,1031.84312,574.2153931,876.7321856,57.50443924,73.06953218,8.568288803,14.41384215,0,1921.821429,0,1450.685714,573.4785714,315.7428571,0,917.0642857,0,52.31089554,-1.779000044,64.32282453,20.90024387,32.4001944,0.2825143,9.203114711,0
170,BP 110/02 (717221),ZSK 70.8,22010423,6:00,75.12,4.38,22.78,50.43,09.06.2022 15:15:00,10.06.2022 17:45:00,6/10/2022 6:00,180.3635711,169.8464284,154.782143,145.0764287,145.3642856,144.4900003,130.1271429,139.9871431,91.06785747,17.36071435,18.35357171,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.667824,1107.712036,661.1051583,0,423.4351998,11.00809536,7.701043422,0,4.406890975,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9570138,490,86.66591099,178.695,18.86428591,0.623501576,64.07524011,0,48.37201189,19.13214301,10.54026098,0,30.58803414,0,1031.84312,574.2153931,876.7321856,57.50443924,73.06953218,8.568288803,14.41384215,0,1921.821429,0,1450.685714,573.4785714,315.7428571,0,917.0642857,0,52.31089554,-1.779000044,64.32282453,20.90024387,32.4001944,0.2825143,9.203114711,0
171,BP 110/02 (717221),ZSK 70.8,22010422,18:00,74.93,4.55,22.81,50.75,09.06.2022 15:15:00,10.06.2022 17:45:00,6/9/2022 18:00,180.5913669,169.9395686,155.0676257,145.0043159,145.3532371,144.9503592,130.1618705,139.9302153,91.00575558,23.82733784,24.52733823,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.736929,1107.712036,661.0954261,0,423.5264449,11.00611278,7.69964415,0,4.405386585,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9549306,490,86.26538613,179.0618703,24.78920827,0.418883648,64.21509761,0,50.06748762,18.18200431,10.53646781,0,31.16831067,0,1029.503456,574.2153931,845.7280208,60.53504628,73.10310496,8.568288803,14.10365737,0,1925.892086,0,1501.42446,545.0359712,315.5251799,0,934.4964029,0,52.34321828,-1.779000044,64.22108221,15.02174171,30.10570643,0.312460447,7.31699314,0
172,BP 110/02 (717221),ZSK 70.8,22010422,18:00,75.91,4.03,22.38,49.04,09.06.2022 15:15:00,10.06.2022 17:45:00,6/9/2022 18:00,180.5913669,169.9395686,155.0676257,145.0043159,145.3532371,144.9503592,130.1618705,139.9302153,91.00575558,23.82733784,24.52733823,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.736929,1107.712036,661.0954261,0,423.5264449,11.00611278,7.69964415,0,4.405386585,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9549306,490,86.26538613,179.0618703,24.78920827,0.418883648,64.21509761,0,50.06748762,18.18200431,10.53646781,0,31.16831067,0,1029.503456,574.2153931,845.7280208,60.53504628,73.10310496,8.568288803,14.10365737,0,1925.892086,0,1501.42446,545.0359712,315.5251799,0,934.4964029,0,52.34321828,-1.779000044,64.22108221,15.02174171,30.10570643,0.312460447,7.31699314,0
173,BP 110/02 (717221),ZSK 70.8,22010424,6:00,73.22,4.9,23.03,52.3,10.06.2022 17:00:00,11.06.2022 02:30:00,6/11/2022 6:00,81.9072463,99.31884052,103.7565218,95.87246378,90.90869566,84.22753619,78.46014498,76.10434762,78.88695648,20.43985484,22.17101447,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,0,407.7119751,0,0,0,0,0,0,0,0,243.3289185,0,155.8762665,4.051233292,2.834114075,0,1.621421695,0,0,150,0,104.4905797,22.44347818,0.300150128,0,0,0,0,0,0,0,0,1058.956421,574.2153931,835.5534668,53.13370895,82.8690033,8.568288803,13.37724209,0,0,0,0,0,0,0,0,0,50.37176989,-1.779000044,73.84323408,-0.023478262,28.2633419,0.291586971,-0.165181166,0
174,BP 110/02 (717221),ZSK 70.8,22010423,18:00,73.1,4.79,23.27,52.68,10.06.2022 17:00:00,11.06.2022 02:30:00,6/10/2022 18:00,179.5724643,169.8927543,155.0079707,145.0485508,145.4260869,144.9384054,130.1427539,139.9420287,91.01594195,23.53260849,25.23043471,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.775851,1107.712036,661.1227563,0,423.5321366,11.00922898,7.700872832,0,4.40507139,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9578592,490,86.19804051,179.1050726,25.42463739,0.410439313,64.51780126,0,50.91649224,20.8928428,10.53471114,0,31.88522379,0,1024.034239,574.2153931,831.4219847,52.66821966,73.10040963,8.568288803,13.82782132,0,1934.963768,0,1526.956522,626.2753623,315.4637681,0,956.057971,0,52.20890095,-1.779000044,64.61322057,13.26538469,32.673958,0.304000012,6.225101734,0
175,BP 110/02 (717221),ZSK 70.8,22010423,18:00,73.58,4.52,23.16,51.99,10.06.2022 17:00:00,11.06.2022 04:20:00,6/10/2022 18:00,179.5724643,169.8927543,155.0079707,145.0485508,145.4260869,144.9384054,130.1427539,139.9420287,91.01594195,23.53260849,25.23043471,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,1107.775851,1107.712036,661.1227563,0,423.5321366,11.00922898,7.700872832,0,4.40507139,0,661.0999756,0,423.5,11.00678921,7.699999809,0,4.405237675,0,489.9578592,490,86.19804051,179.1050726,25.42463739,0.410439313,64.51780126,0,50.91649224,20.8928428,10.53471114,0,31.88522379,0,1024.034239,574.2153931,831.4219847,52.66821966,73.10040963,8.568288803,13.82782132,0,1934.963768,0,1526.956522,626.2753623,315.4637681,0,956.057971,0,52.20890095,-1.779000044,64.61322057,13.26538469,32.673958,0.304000012,6.225101734,0
176,BP 110/02 (717221),ZSK 70.8,22010425,6:00,72.51,5.37,23.5,53.96,10.06.2022 17:00:00,11.06.2022 02:00:00,6/11/2022 6:00,81.9072463,99.31884052,103.7565218,95.87246378,90.90869566,84.22753619,78.46014498,76.10434762,78.88695648,20.43985484,22.17101447,0,0,0,180,170,155,145,145,145,130,140,90,16,19,0,0,0,0,407.7119751,0,0,0,0,0,0,0,0,243.3289185,0,155.8762665,4.051233292,2.834114075,0,1.621421695,0,0,150,0,104.4905797,22.44347818,0.300150128,0,0,0,0,0,0,0,0,1058.956421,574.2153931,835.5534668,53.13370895,82.8690033,8.568288803,13.37724209,0,0,0,0,0,0,0,0,0,50.37176989,-1.779000044,73.84323408,-0.023478262,28.2633419,0.291586971,-0.165181166,0
177,BP 110/02 (717221),ZSK 70.4,22010465,6:00,74.89,4.77,23.8,52.67,15.06.2022 01:00:00,15.06.2022 23:00:00,6/15/2022 6:00,185.0010638,185.043617,169.956383,144.9914894,144.9851064,145.0234043,164.9095745,155.0010638,99.97659574,163.0340426,145.7478723,0,0,0,185,185,170,145,145,145,165,155,100,160,142,0,0,0,799.9988501,800,480.7837401,0,308.0231706,8.000311446,0,3.197393037,0,0,480.7999878,0,308,8,0,3.200000048,0,0,359.0595745,360,74.09148936,24.62446809,210.8670213,5.146808511,51.06042359,0,46.6387213,8.434680289,0,5.371063588,0,0,942.3910146,583.0073242,660.3784245,94.43731446,36.53445435,59.16124522,250,96.19335938,1530.957447,0,1398.489362,253.5851064,0,160.2765957,0,0,47.30871517,0.207369459,49.0994998,18.67030286,24.03886438,10.24663264,0,0
