Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18858;800031;G-21;70/6;22000;10897;ZSK 70/6;30.05.2022 08:20:00;30.05.2022 22:45:00;
