Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18022;800031;G-21;70/7+10;22000;11000;ZSK 70/10;01.03.2022 05:30:00;02.03.2022 09:15:00;
20;18022;800031;G-21;70/7+10;22000;11000;ZSK 70/7;01.03.2022 05:30:00;02.03.2022 09:15:00;
