Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18291;800031;G-21;70/7+10;22000;10500;ZSK 70/10;01.04.2022 03:00:00;30.03.2022 05:30:00;
20;18291;800031;G-21;70/7+10;22000;11500;ZSK 70/7;29.03.2022 07:00:00;30.03.2022 05:30:00;
