Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18019;800031;G-21;70/7+10;22000;11100;ZSK 70/10;23.02.2022 16:20:00;24.02.2022 20:25:00;
20;18019;800031;G-21;70/7+10;22000;10900;ZSK 70/7;23.02.2022 16:20:00;24.02.2022 20:25:00;
