Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18294;800031;G-21;70/7+10;22000;10200;ZSK 70/10;02.04.2022 07:30:00;05.04.2022 09:55:00;
20;18294;800031;G-21;70/7+10;22000;11800;ZSK 70/7;04.04.2022 08:30:00;05.04.2022 09:55:00;
