Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18292;800031;G-21;70/7+10;22000;9900;ZSK 70/10;30.03.2022 05:30:00;31.03.2022 06:10:00;
20;18292;800031;G-21;70/7+10;22000;12100;ZSK 70/7;30.03.2022 05:30:00;31.03.2022 06:10:00;
