Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18023;800031;G-21;70/7+10;22000;9900;ZSK 70/10;02.03.2022 09:15:00;03.03.2022 09:25:00;
20;18023;800031;G-21;70/7+10;22000;12100;ZSK 70/7;02.03.2022 09:15:00;03.03.2022 09:25:00;
