Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18426;800031;G-21;70/7+10;22000;9900;ZSK 70/10;05.04.2022 09:55:00;06.04.2022 10:30:00;
20;18426;800031;G-21;70/7+10;22000;12100;ZSK 70/7;05.04.2022 09:55:00;06.04.2022 10:30:00;
