Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;18432;800031;G-21;70/7+10;16842;7300;ZSK 70/10;14.04.2022 04:45:00;14.04.2022 23:30:00;
20;18432;800031;G-21;70/7+10;16842;9542;ZSK 70/7;14.04.2022 04:45:00;14.04.2022 23:15:00;
