Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19026;102132;A400 NC801;ABS;43977;21977;MS01;27.06.2022 00:00:00;27.06.2022 00:00:00;
20;19026;102132;A400 NC801;ABS;43977;22000;MS01;30.06.2022 00:00:00;30.06.2022 00:00:00;
