Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19050;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;15.07.2022 03:30:00;16.07.2022 00:40:00;
20;19050;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;15.07.2022 03:30:00;16.07.2022 00:40:00;
