Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19042;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/7;06.07.2022 07:20:00;07.07.2022 07:30:00;
20;19042;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/10;06.07.2022 07:20:00;07.07.2022 07:30:00;
