Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19043;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;07.07.2022 07:30:00;08.07.2022 07:45:00;
20;19043;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;07.07.2022 07:30:00;08.07.2022 07:45:00;
