Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19036;999999;EXP G21M ;70/7+10;22000;7000;ZSK 70/10;30.06.2022 16:15:00;30.06.2022 23:59:00;
20;19036;999999;EXP G21M ;70/7+10;22000;7000;ZSK 70/7;30.06.2022 16:15:00;30.06.2022 23:59:00;
20;19036;999999;EXP G21M ;70/7+10;22000;7000;ZSK 70/10;30.06.2022 16:15:00;30.06.2022 23:59:00;
20;19036;999999;EXP G21M ;70/7+10;22000;0;ZSK 70/7;30.06.2022 16:45:00;30.06.2022 23:59:00;
