Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19027;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;28.06.2022 15:30:00;29.06.2022 15:45:00;
20;19027;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;28.06.2022 15:30:00;29.06.2022 15:45:00;
