Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19045;999999;EXP G21M ;70/7+10;22000;12000;ZSK 70/7;11.07.2022 15:00:00;12.07.2022 15:25:00;
20;19045;999999;EXP G21M ;70/7+10;22000;10000;ZSK 70/10;11.07.2022 15:00:00;12.07.2022 15:25:00;
