Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19028;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/7;29.06.2022 15:45:00;30.06.2022 16:15:00;
20;19028;999999;EXP G21M ;70/7+10;22000;11000;ZSK 70/10;29.06.2022 15:45:00;30.06.2022 16:15:00;
