Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20706;803021;G-23;70/10;22000;21000;ZSK 70/10;05.05.2023 06:25:00;06.05.2023 04:00:00;
20;20706;803021;G-23;70/10;22000;1000;ZSK 70/10;08.05.2023 10:00:00;09.05.2023 17:10:00;
