Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20714;803021;G-23;70/7+10;22000;9000;ZSK 70/10;22.05.2023 10:50:00;23.05.2023 10:10:00;
20;20714;803021;G-23;70/7+10;22000;13000;ZSK 70/7;22.05.2023 10:50:00;23.05.2023 10:10:00;
