Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20712;803021;G-23;70/7+10;22000;8500;ZSK 70/10;16.05.2023 09:20:00;17.05.2023 07:15:00;
20;20712;803021;G-23;70/7+10;22000;13500;ZSK 70/10;16.05.2023 09:20:00;17.05.2023 07:15:00;
