Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20710;803021;G-23;70/10;22000;14000;ZSK 70/10;12.05.2023 06:00:00;13.05.2023 04:00:00;
20;20710;803021;G-23;70/10;22000;7000;ZSK 70/7;15.05.2023 11:00:00;15.05.2023 23:45:00;
20;20710;803021;G-23;70/10;22000;1000;ZSK 70/10;15.05.2023 10:00:00;15.05.2023 23:45:00;
