Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19869;810031;G-21 M;70/7+10;22000;9000;ZSK 70/7;15.12.2022 01:05:00;15.12.2022 19:30:00;
20;19869;810031;G-21 M;70/7+10;22000;8000;ZSK 70/10;15.12.2022 01:05:00;15.12.2022 20:30:00;
