Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19935;810031;G-21 M;70/7+10;22000;12000;ZSK 70/7;04.01.2023 21:20:00;05.01.2023 22:40:00;
20;19935;810031;G-21 M;70/7+10;22000;10000;ZSK 70/10;04.01.2023 21:20:00;05.01.2023 22:40:00;
