Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19934;810031;G-21 M;70/7+10;22000;11000;ZSK 70/7;03.01.2023 17:00:00;04.01.2023 21:20:00;
20;19934;810031;G-21 M;70/7+10;22000;11000;ZSK 70/10;03.01.2023 17:00:00;04.01.2023 21:20:00;
