Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19999;810031;G-21 M;70/7+10;22000;12000;ZSK 70/7;26.01.2023 05:05:00;27.01.2023 09:45:00;
20;19999;810031;G-21 M;70/7+10;22000;10000;ZSK 70/10;26.01.2023 05:05:00;27.01.2023 09:45:00;
