Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20002;810031;G-21 M;70/7+10;22000;9000;ZSK 70/7;13.02.2023 21:30:00;14.02.2023 17:05:00;
20;20002;810031;G-21 M;70/7+10;22000;13000;ZSK 70/10;16.02.2023 00:00:00;16.02.2023 00:00:00;
