Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20478;700029;B80400;;23200;17600;ABSACKANLAGE;07.03.2023 00:00:00;07.03.2023 00:00:00;
20;20478;700029;B80400;;23200;5600;ABSACKANLAGE;07.03.2023 00:00:00;07.03.2023 00:00:00;
