Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;20256;700029;B80400;;4800;4800;ABSACKANLAGE;30.01.2023 00:00:00;30.01.2023 00:00:00;
