Typ;Nr;Artikelnr;Artikelbez 1;Plangrp;Sollmenge;Istmenge;Kst Id;Beginn;Ende;
20;19719;700029;B80400;;4000;4000;ABSACKANLAGE;02.11.2022 00:00:00;02.11.2022 00:00:00;
20;19719;700029;B80400;;4000;-4000;ABSACKANLAGE;02.11.2022 00:00:00;02.11.2022 00:00:00;
